name_id,folder_path,mutant_num,mutated_line,mutant_vers,mutant_code_from_mutated_line,did_it_crash,last_data_modification_date,last_data_modification_time,last_status_change_date,last_status_change_time,last_access_date,last_access_time,last_inode_date,last_inode_time,duration
Num1014Line116Vers29,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1014Line116Vers29,1014,116,29,"        a1Mat((ii-2)+ivar + jj) = xhatact(2); % operator replaced: '*' -> '+'
",False,2024-02-06,2024-02-07 17:04:21,2024-02-06,2024-02-07 17:04:15,2024-02-06,2024-02-07 17:04:15,2024-02-06,2024-02-07 17:03:35,0 days 00:00:46
Num1015Line116Vers30,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1015Line116Vers30,1015,116,30,"        a1Mat((ii-2)-ivar + jj) = xhatact(2); % operator replaced: '*' -> '-'
",False,2024-02-06,2024-02-07 21:03:22,2024-02-06,2024-02-07 21:03:16,2024-02-06,2024-02-07 21:03:16,2024-02-06,2024-02-07 21:02:30,0 days 00:00:52
Num1016Line116Vers31,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1016Line116Vers31,1016,116,31,"        a1Mat((ii-2)/ivar + jj) = xhatact(2); % operator replaced: '*' -> '/'
",False,2024-02-06,2024-02-07 17:00:49,2024-02-06,2024-02-07 17:00:43,2024-02-06,2024-02-07 17:00:43,2024-02-06,2024-02-07 16:59:58,0 days 00:00:51
Num1018Line116Vers33,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1018Line116Vers33,1018,116,33,"        a1Mat((ii-2)^ivar + jj) = xhatact(2); % operator replaced: '*' -> '^'
",False,2024-02-06,2024-02-07 14:41:00,2024-02-06,2024-02-07 14:40:55,2024-02-06,2024-02-07 14:40:55,2024-02-06,2024-02-07 14:40:37,0 days 00:00:23
Num102Line13Vers20,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num102Line13Vers20,102,13,20,"    a1Mat = zeros(1,(iMaxArrayLengthAlloc - uint32(2))*ivar,'single'); % constant replaced: 3 -> 2
",False,2024-02-06,2024-02-07 17:19:36,2024-02-06,2024-02-07 17:19:29,2024-02-06,2024-02-07 17:19:29,2024-02-06,2024-02-07 17:18:48,0 days 00:00:48
Num1023Line116Vers38,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1023Line116Vers38,1023,116,38,"        a1Mat((ii.*2)*ivar + jj) = xhatact(2); % operator replaced: '-' -> '.*'
",False,2024-02-06,2024-02-07 21:48:47,2024-02-06,2024-02-07 21:48:41,2024-02-06,2024-02-07 21:48:41,2024-02-06,2024-02-07 21:48:02,0 days 00:00:45
Num1024Line116Vers39,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1024Line116Vers39,1024,116,39,"        a1Mat((ii./2)*ivar + jj) = xhatact(2); % operator replaced: '-' -> './'
",False,2024-02-06,2024-02-07 20:50:54,2024-02-06,2024-02-07 20:50:48,2024-02-06,2024-02-07 20:50:48,2024-02-06,2024-02-07 20:49:52,0 days 00:01:02
Num1025Line116Vers40,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1025Line116Vers40,1025,116,40,"        a1Mat((ii.\2)*ivar + jj) = xhatact(2); % operator replaced: '-' -> '.\'
",False,2024-02-06,2024-02-07 23:23:02,2024-02-06,2024-02-07 23:22:59,2024-02-06,2024-02-07 23:22:59,2024-02-06,2024-02-07 23:22:37,0 days 00:00:25
Num1026Line116Vers41,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1026Line116Vers41,1026,116,41,"        a1Mat((ii.^2)*ivar + jj) = xhatact(2); % operator replaced: '-' -> '.^'
",False,2024-02-06,2024-02-07 14:28:08,2024-02-06,2024-02-07 14:28:04,2024-02-06,2024-02-07 14:28:04,2024-02-06,2024-02-07 14:27:45,0 days 00:00:23
Num1027Line117Vers1,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1027Line117Vers1,1027,117,1,"% statement deleted:         b2Mat((ii-2)*ivar + jj) = xhatact(3);
",False,2024-02-06,2024-02-07 20:30:06,2024-02-06,2024-02-07 20:30:00,2024-02-06,2024-02-07 20:30:00,2024-02-06,2024-02-07 20:29:16,0 days 00:00:50
Num1028Line117Vers2,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1028Line117Vers2,1028,117,2,"        b0Mat((ii-2)*ivar + jj) = xhatact(3); % constant replaced: 2 -> 0
",False,2024-02-06,2024-02-07 17:37:18,2024-02-06,2024-02-07 17:37:11,2024-02-06,2024-02-07 17:37:11,2024-02-06,2024-02-07 17:36:24,0 days 00:00:54
Num103Line13Vers21,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num103Line13Vers21,103,13,21,"    a1Mat = zeros(1,(iMaxArrayLengthAlloc - uint32(4))*ivar,'single'); % constant replaced: 3 -> 4
",False,2024-02-06,2024-02-07 23:06:41,2024-02-06,2024-02-07 23:06:36,2024-02-06,2024-02-07 23:06:36,2024-02-06,2024-02-07 23:06:11,0 days 00:00:30
Num1030Line117Vers4,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1030Line117Vers4,1030,117,4,"        b1Mat((ii-2)*ivar + jj) = xhatact(3); % constant replaced: 2 -> 1
",False,2024-02-06,2024-02-07 23:18:28,2024-02-06,2024-02-07 23:18:23,2024-02-06,2024-02-07 23:18:23,2024-02-06,2024-02-07 23:17:56,0 days 00:00:32
Num1031Line117Vers5,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1031Line117Vers5,1031,117,5,"        b3Mat((ii-2)*ivar + jj) = xhatact(3); % constant replaced: 2 -> 3
",False,2024-02-06,2024-02-07 15:07:42,2024-02-06,2024-02-07 15:07:36,2024-02-06,2024-02-07 15:07:36,2024-02-06,2024-02-07 15:07:12,0 days 00:00:30
Num1034Line117Vers8,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1034Line117Vers8,1034,117,8,"        b2Mat((ii-0)*ivar + jj) = xhatact(3); % constant replaced: 2 -> 0
",False,2024-02-06,2024-02-07 23:48:51,2024-02-06,2024-02-07 23:48:46,2024-02-06,2024-02-07 23:48:46,2024-02-06,2024-02-07 23:48:25,0 days 00:00:26
Num1035Line117Vers9,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1035Line117Vers9,1035,117,9,"        b2Mat((ii--2)*ivar + jj) = xhatact(3); % constant replaced: 2 -> -2
",False,2024-02-06,2024-02-07 16:02:15,2024-02-06,2024-02-07 16:02:06,2024-02-06,2024-02-07 16:02:06,2024-02-06,2024-02-07 16:00:32,0 days 00:01:43
Num1036Line117Vers10,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1036Line117Vers10,1036,117,10,"        b2Mat((ii-1)*ivar + jj) = xhatact(3); % constant replaced: 2 -> 1
",False,2024-02-06,2024-02-07 13:25:18,2024-02-06,2024-02-07 13:25:12,2024-02-06,2024-02-07 13:25:12,2024-02-06,2024-02-07 13:24:47,0 days 00:00:31
Num1037Line117Vers11,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1037Line117Vers11,1037,117,11,"        b2Mat((ii-3)*ivar + jj) = xhatact(3); % constant replaced: 2 -> 3
",False,2024-02-06,2024-02-07 13:54:19,2024-02-06,2024-02-07 13:54:15,2024-02-06,2024-02-07 13:54:15,2024-02-06,2024-02-07 13:53:57,0 days 00:00:22
Num1038Line117Vers12,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1038Line117Vers12,1038,117,12,"        b2Mat((ii-1.8)*ivar + jj) = xhatact(3); % constant replaced: 2 -> 1.8
",False,2024-02-06,2024-02-07 14:29:28,2024-02-06,2024-02-07 14:29:23,2024-02-06,2024-02-07 14:29:23,2024-02-06,2024-02-07 14:29:02,0 days 00:00:26
Num1039Line117Vers13,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1039Line117Vers13,1039,117,13,"        b2Mat((ii-2.2)*ivar + jj) = xhatact(3); % constant replaced: 2 -> 2.2
",False,2024-02-06,2024-02-07 12:37:50,2024-02-06,2024-02-07 12:37:46,2024-02-06,2024-02-07 12:37:46,2024-02-06,2024-02-07 12:37:23,0 days 00:00:27
Num104Line13Vers22,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num104Line13Vers22,104,13,22,"    a1Mat = zeros(1,(iMaxArrayLengthAlloc - uint32(2.7))*ivar,'single'); % constant replaced: 3 -> 2.7
",False,2024-02-06,2024-02-07 20:21:04,2024-02-06,2024-02-07 20:20:56,2024-02-06,2024-02-07 20:20:56,2024-02-06,2024-02-07 20:20:14,0 days 00:00:50
Num1042Line117Vers16,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1042Line117Vers16,1042,117,16,"        b2Mat((ii-2)*ivar + jj) = xhatact(2); % constant replaced: 3 -> 2
",False,2024-02-06,2024-02-07 23:54:43,2024-02-06,2024-02-07 23:54:38,2024-02-06,2024-02-07 23:54:38,2024-02-06,2024-02-07 23:54:14,0 days 00:00:29
Num1043Line117Vers17,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1043Line117Vers17,1043,117,17,"        b2Mat((ii-2)*ivar + jj) = xhatact(4); % constant replaced: 3 -> 4
",False,2024-02-06,2024-02-07 22:30:29,2024-02-06,2024-02-07 22:30:22,2024-02-06,2024-02-07 22:30:22,2024-02-06,2024-02-07 22:29:47,0 days 00:00:42
Num105Line13Vers23,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num105Line13Vers23,105,13,23,"    a1Mat = zeros(1,(iMaxArrayLengthAlloc - uint32(3.3))*ivar,'single'); % constant replaced: 3 -> 3.3
",False,2024-02-06,2024-02-07 13:05:07,2024-02-06,2024-02-07 13:05:03,2024-02-06,2024-02-07 13:05:03,2024-02-06,2024-02-07 13:04:39,0 days 00:00:28
Num1051Line117Vers25,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1051Line117Vers25,1051,117,25,"        b2Mat((ii+2)*ivar + jj) = xhatact(3); % operator replaced: '-' -> '+'
",False,2024-02-06,2024-02-07 15:02:55,2024-02-06,2024-02-07 15:02:50,2024-02-06,2024-02-07 15:02:50,2024-02-06,2024-02-07 15:02:26,0 days 00:00:29
Num1052Line117Vers26,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1052Line117Vers26,1052,117,26,"        b2Mat((ii*2)*ivar + jj) = xhatact(3); % operator replaced: '-' -> '*'
",False,2024-02-06,2024-02-07 13:04:24,2024-02-06,2024-02-07 13:04:18,2024-02-06,2024-02-07 13:04:18,2024-02-06,2024-02-07 13:03:55,0 days 00:00:29
Num1053Line117Vers27,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1053Line117Vers27,1053,117,27,"        b2Mat((ii/2)*ivar + jj) = xhatact(3); % operator replaced: '-' -> '/'
",False,2024-02-06,2024-02-07 14:16:53,2024-02-06,2024-02-07 14:16:48,2024-02-06,2024-02-07 14:16:48,2024-02-06,2024-02-07 14:16:31,0 days 00:00:22
Num1054Line117Vers28,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1054Line117Vers28,1054,117,28,"        b2Mat((ii\2)*ivar + jj) = xhatact(3); % operator replaced: '-' -> '\'
",False,2024-02-06,2024-02-07 13:53:44,2024-02-06,2024-02-07 13:53:40,2024-02-06,2024-02-07 13:53:40,2024-02-06,2024-02-07 13:53:21,0 days 00:00:23
Num1055Line117Vers29,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1055Line117Vers29,1055,117,29,"        b2Mat((ii^2)*ivar + jj) = xhatact(3); % operator replaced: '-' -> '^'
",False,2024-02-06,2024-02-07 13:33:44,2024-02-06,2024-02-07 13:33:40,2024-02-06,2024-02-07 13:33:40,2024-02-06,2024-02-07 13:33:15,0 days 00:00:29
Num1056Line117Vers30,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1056Line117Vers30,1056,117,30,"        b2Mat((ii-2)+ivar + jj) = xhatact(3); % operator replaced: '*' -> '+'
",False,2024-02-06,2024-02-07 13:45:07,2024-02-06,2024-02-07 13:45:03,2024-02-06,2024-02-07 13:45:03,2024-02-06,2024-02-07 13:44:47,0 days 00:00:20
Num1057Line117Vers31,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1057Line117Vers31,1057,117,31,"        b2Mat((ii-2)-ivar + jj) = xhatact(3); % operator replaced: '*' -> '-'
",False,2024-02-06,2024-02-07 13:40:01,2024-02-06,2024-02-07 13:39:56,2024-02-06,2024-02-07 13:39:56,2024-02-06,2024-02-07 13:39:38,0 days 00:00:23
Num1058Line117Vers32,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1058Line117Vers32,1058,117,32,"        b2Mat((ii-2)/ivar + jj) = xhatact(3); % operator replaced: '*' -> '/'
",False,2024-02-06,2024-02-07 12:57:38,2024-02-06,2024-02-07 12:57:33,2024-02-06,2024-02-07 12:57:33,2024-02-06,2024-02-07 12:57:03,0 days 00:00:35
Num106Line13Vers24,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num106Line13Vers24,106,13,24,"    a1Mat = zeros(1,(iMaxArrayLengthAlloc + uint32(3))*ivar,'single'); % operator replaced: '-' -> '+'
",False,2024-02-06,2024-02-07 17:38:56,2024-02-06,2024-02-07 17:38:49,2024-02-06,2024-02-07 17:38:49,2024-02-06,2024-02-07 17:38:06,0 days 00:00:50
Num1060Line117Vers34,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1060Line117Vers34,1060,117,34,"        b2Mat((ii-2)^ivar + jj) = xhatact(3); % operator replaced: '*' -> '^'
",False,2024-02-06,2024-02-07 21:10:30,2024-02-06,2024-02-07 21:10:24,2024-02-06,2024-02-07 21:10:24,2024-02-06,2024-02-07 21:09:37,0 days 00:00:53
Num1065Line117Vers39,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1065Line117Vers39,1065,117,39,"        b2Mat((ii.*2)*ivar + jj) = xhatact(3); % operator replaced: '-' -> '.*'
",False,2024-02-06,2024-02-07 22:54:04,2024-02-06,2024-02-07 22:54:00,2024-02-06,2024-02-07 22:54:00,2024-02-06,2024-02-07 22:53:36,0 days 00:00:28
Num1066Line117Vers40,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1066Line117Vers40,1066,117,40,"        b2Mat((ii./2)*ivar + jj) = xhatact(3); % operator replaced: '-' -> './'
",False,2024-02-06,2024-02-07 17:51:53,2024-02-06,2024-02-07 17:51:47,2024-02-06,2024-02-07 17:51:47,2024-02-06,2024-02-07 17:51:01,0 days 00:00:52
Num1067Line117Vers41,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1067Line117Vers41,1067,117,41,"        b2Mat((ii.\2)*ivar + jj) = xhatact(3); % operator replaced: '-' -> '.\'
",False,2024-02-06,2024-02-07 14:57:48,2024-02-06,2024-02-07 14:57:42,2024-02-06,2024-02-07 14:57:42,2024-02-06,2024-02-07 14:57:19,0 days 00:00:29
Num1068Line117Vers42,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1068Line117Vers42,1068,117,42,"        b2Mat((ii.^2)*ivar + jj) = xhatact(3); % operator replaced: '-' -> '.^'
",False,2024-02-06,2024-02-07 16:19:07,2024-02-06,2024-02-07 16:19:00,2024-02-06,2024-02-07 16:19:00,2024-02-06,2024-02-07 16:17:52,0 days 00:01:15
Num1069Line118Vers1,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1069Line118Vers1,1069,118,1,"% statement deleted:         a2Mat((ii-2)*ivar + jj) = xhatact(4);
",False,2024-02-06,2024-02-07 16:57:46,2024-02-06,2024-02-07 16:57:40,2024-02-06,2024-02-07 16:57:40,2024-02-06,2024-02-07 16:56:59,0 days 00:00:47
Num107Line13Vers25,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num107Line13Vers25,107,13,25,"    a1Mat = zeros(1,(iMaxArrayLengthAlloc * uint32(3))*ivar,'single'); % operator replaced: '-' -> '*'
",False,2024-02-06,2024-02-07 22:57:03,2024-02-06,2024-02-07 22:57:00,2024-02-06,2024-02-07 22:57:00,2024-02-06,2024-02-07 22:56:36,0 days 00:00:27
Num1070Line118Vers2,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1070Line118Vers2,1070,118,2,"        a0Mat((ii-2)*ivar + jj) = xhatact(4); % constant replaced: 2 -> 0
",False,2024-02-06,2024-02-07 22:53:37,2024-02-06,2024-02-07 22:53:33,2024-02-06,2024-02-07 22:53:33,2024-02-06,2024-02-07 22:53:07,0 days 00:00:30
Num1072Line118Vers4,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1072Line118Vers4,1072,118,4,"        a1Mat((ii-2)*ivar + jj) = xhatact(4); % constant replaced: 2 -> 1
",False,2024-02-06,2024-02-07 12:58:24,2024-02-06,2024-02-07 12:58:18,2024-02-06,2024-02-07 12:58:18,2024-02-06,2024-02-07 12:57:53,0 days 00:00:31
Num1073Line118Vers5,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1073Line118Vers5,1073,118,5,"        a3Mat((ii-2)*ivar + jj) = xhatact(4); % constant replaced: 2 -> 3
",False,2024-02-06,2024-02-07 20:25:42,2024-02-06,2024-02-07 20:25:36,2024-02-06,2024-02-07 20:25:36,2024-02-06,2024-02-07 20:24:47,0 days 00:00:55
Num1076Line118Vers8,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1076Line118Vers8,1076,118,8,"        a2Mat((ii-0)*ivar + jj) = xhatact(4); % constant replaced: 2 -> 0
",False,2024-02-06,2024-02-07 13:44:07,2024-02-06,2024-02-07 13:44:03,2024-02-06,2024-02-07 13:44:03,2024-02-06,2024-02-07 13:43:44,0 days 00:00:23
Num1077Line118Vers9,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1077Line118Vers9,1077,118,9,"        a2Mat((ii--2)*ivar + jj) = xhatact(4); % constant replaced: 2 -> -2
",False,2024-02-06,2024-02-07 21:13:40,2024-02-06,2024-02-07 21:13:33,2024-02-06,2024-02-07 21:13:33,2024-02-06,2024-02-07 21:12:39,0 days 00:01:01
Num1078Line118Vers10,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1078Line118Vers10,1078,118,10,"        a2Mat((ii-1)*ivar + jj) = xhatact(4); % constant replaced: 2 -> 1
",False,2024-02-06,2024-02-07 13:39:01,2024-02-06,2024-02-07 13:38:57,2024-02-06,2024-02-07 13:38:57,2024-02-06,2024-02-07 13:38:34,0 days 00:00:27
Num1079Line118Vers11,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1079Line118Vers11,1079,118,11,"        a2Mat((ii-3)*ivar + jj) = xhatact(4); % constant replaced: 2 -> 3
",False,2024-02-06,2024-02-07 13:46:05,2024-02-06,2024-02-07 13:46:01,2024-02-06,2024-02-07 13:46:01,2024-02-06,2024-02-07 13:45:42,0 days 00:00:23
Num108Line13Vers26,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num108Line13Vers26,108,13,26,"    a1Mat = zeros(1,(iMaxArrayLengthAlloc / uint32(3))*ivar,'single'); % operator replaced: '-' -> '/'
",False,2024-02-06,2024-02-07 13:01:13,2024-02-06,2024-02-07 13:01:09,2024-02-06,2024-02-07 13:01:09,2024-02-06,2024-02-07 13:00:46,0 days 00:00:27
Num1080Line118Vers12,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1080Line118Vers12,1080,118,12,"        a2Mat((ii-1.8)*ivar + jj) = xhatact(4); % constant replaced: 2 -> 1.8
",False,2024-02-06,2024-02-07 18:29:42,2024-02-06,2024-02-07 18:29:36,2024-02-06,2024-02-07 18:29:36,2024-02-06,2024-02-07 18:28:54,0 days 00:00:48
Num1081Line118Vers13,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1081Line118Vers13,1081,118,13,"        a2Mat((ii-2.2)*ivar + jj) = xhatact(4); % constant replaced: 2 -> 2.2
",False,2024-02-06,2024-02-07 22:02:52,2024-02-06,2024-02-07 22:02:46,2024-02-06,2024-02-07 22:02:46,2024-02-06,2024-02-07 22:02:11,0 days 00:00:41
