,mutantID,testID,is_output_x_equal,is_output_y_equal,is_int_x_equal,is_int_y_equal
0,Num123Line14Vers4,VRfNx3Krud5jD43PHgxJdc,True,True,True,True
1,Num123Line14Vers4,SVumrKz2o5MrZ4LmouTKTt,True,True,True,True
2,Num123Line14Vers4,x9GsMzyJggmJVBFwtDdWgGy,True,False,True,True
3,Num123Line14Vers4,HGG3ZoLQDvNSCo68FfqnyR,True,True,True,True
4,Num123Line14Vers4,HrsMvznCqa4BcUSMQxhswN,True,True,True,True
5,Num123Line14Vers4,iZ6RWNFtznDcnW86BLoVzz,True,True,True,True
6,Num123Line14Vers4,JSoCQLK4JncUyGkTJmBf8U,True,True,True,True
7,Num123Line14Vers4,x8q6CUrM8evZ5i2MZSmuTyF,True,False,True,True
8,Num123Line14Vers4,grCYYqDppVgYjxEzo9gi8b,True,True,True,True
9,Num123Line14Vers4,GXKoJAoFCeMDN9hNHHZJbw,True,True,True,True
10,Num123Line14Vers4,DmDYBcDbmmYZFZEFtSzUHf,True,True,True,True
11,Num123Line14Vers4,a7JrStTEFDWRVJDJEE8iSi,True,True,True,True
12,Num123Line14Vers4,EGeSryitfwa2bo5qB9Z94f,True,True,True,True
13,Num123Line14Vers4,x7ametREFiSraNdMc3Su6Sd,True,True,True,True
14,Num123Line14Vers4,fumRDcrFqivMfX8wvHsy2i,True,True,True,True
15,Num123Line14Vers4,gVMc9vqN7G2m9EYvFDZKVT,True,False,True,True
16,Num123Line14Vers4,mpt5sxNXi3ZtuMbWEwTepW,True,True,True,True
17,Num123Line14Vers4,aHnRKeJd2osztTy9fkh9Am,True,True,True,True
18,Num123Line14Vers4,TNA7oJx2UdQErSeLKuK7fE,True,True,True,True
19,Num123Line14Vers4,fPjqNeKg8Y9FytR4jHQMi9,True,True,True,True
20,Num123Line14Vers4,jLntuYZDrWcLvC4MJ5v23b,True,False,True,True
21,Num123Line14Vers4,kcqGZAaauZU3gHx6LpaaJv,True,True,True,True
22,Num123Line14Vers4,SctED2kh5TbqELR9zaVCwj,True,True,True,True
23,Num123Line14Vers4,x8KYKfn8tieHKjYkFTJe23w,True,True,True,True
24,Num123Line14Vers4,x4qUhjzqKzvKTysxmYtdtvG,True,True,True,True
25,Num123Line14Vers4,mPj6cLgddNdt8f7zyHo6mA,True,True,True,True
26,Num123Line14Vers4,o9mEQL5eKtK5c8fdjA5e5P,True,True,True,True
27,Num123Line14Vers4,x8DL2scNsMvJaGeqBxMWU9n,True,True,True,True
28,Num123Line14Vers4,CFPucPcFjWGdGqdpUGTDM9,True,True,True,True
29,Num123Line14Vers4,JFyUSoESZtgRLyCpBGPPEZ,True,True,True,True
30,Num123Line14Vers4,x748vyTMHhyrecXxanBWjAq,True,True,True,True
31,Num123Line14Vers4,ZHUo9LALvgNyx8hGQ6xTkg,True,True,True,True
32,Num123Line14Vers4,x9Gt4m3ixi6Z2iPgr4S9mZQ,True,True,True,True
33,Num123Line14Vers4,a7TVyGyHzB6cy9Ugiw9ubw,True,True,True,True
34,Num123Line14Vers4,HNUGfo5en84QZsSUfRVEUh,True,False,True,True
35,Num123Line14Vers4,k7oZ58dZ4Xdi3zSZxVafyV,True,True,True,True
36,Num123Line14Vers4,x6q86zD4g8aZbVVqZcdmEDZ,True,True,True,True
