,file_name,cnt_no_v_g,cnt_v_g,otro_g,status_g,cnt_no_v_l,cnt_v_l,otro_l,status_l,cnt_no_v_e,cnt_v_e,otro_e,status_e
0,Num439Line51Vers3,0,80,0,[],0,80,0,[],80,0,0,[]
1,Num295Line20Vers46,14,66,0,[],20,60,0,[],26,54,0,[]
2,Num1354Line150Vers2,14,66,0,[],20,60,0,[],26,54,0,[]
3,Num297Line21Vers2,14,65,1,[],20,59,1,[],25,54,1,[]
4,Num139Line14Vers20,14,66,0,[],20,60,0,[],26,54,0,[]
5,Num1166Line133Vers1,0,0,9,[],0,0,9,[],0,0,9,[]
6,Num304Line22Vers3,14,66,0,[],20,60,0,[],26,54,0,[]
7,Num519Line82Vers2,0,0,9,[],0,0,9,[],0,0,9,[]
8,Num680Line88Vers10,14,66,0,[],20,60,0,[],26,54,0,[]
9,Num1374Line151Vers9,14,66,0,[],20,60,0,[],26,54,0,[]
10,Num230Line16Vers36,0,0,9,[],0,0,9,[],0,0,9,[]
11,Num285Line20Vers36,14,66,0,[],20,60,0,[],26,54,0,[]
12,Num112Line13Vers30,14,66,0,[],20,60,0,[],26,54,0,[]
13,Num352Line38Vers1,0,0,9,[],0,0,9,[],0,0,9,[]
14,Num378Line41Vers22,0,0,9,[],0,0,9,[],0,0,9,[]
15,Num1111Line119Vers1,14,66,0,[],20,60,0,[],26,54,0,[]
16,Num1296Line141Vers8,14,66,0,[],20,60,0,[],26,54,0,[]
17,Num25Line8Vers12,14,66,0,[],20,60,0,[],26,54,0,[]
18,Num758Line101Vers34,16,64,0,[],20,60,0,[],20,60,0,[]
19,Num1306Line144Vers5,0,0,9,[],0,0,9,[],0,0,9,[]
20,Num252Line20Vers3,14,66,0,[],20,60,0,[],26,54,0,[]
21,Num250Line20Vers1,14,66,0,[],20,60,0,[],26,54,0,[]
22,Num266Line20Vers17,14,66,0,[],20,60,0,[],26,54,0,[]
23,Num127Line14Vers8,0,0,9,[],0,0,9,[],0,0,9,[]
24,Num145Line14Vers26,14,66,0,[],20,60,0,[],26,54,0,[]
25,Num414Line42Vers17,10,70,0,[],20,60,0,[],20,60,0,[]
26,Num1139Line122Vers21,26,48,6,[],0,74,6,[],47,27,6,[]
27,Num405Line42Vers8,10,70,0,[],5,75,0,[],23,57,0,[]
28,Num191Line15Vers35,14,66,0,[],20,60,0,[],26,54,0,[]
29,Num1200Line137Vers9,0,80,0,[],0,80,0,[],33,47,0,[]
30,Num86Line13Vers4,14,66,0,[],20,60,0,[],26,54,0,[]
31,Num1353Line150Vers1,14,66,0,[],20,60,0,[],26,54,0,[]
32,Num188Line15Vers32,0,0,9,[],0,0,9,[],0,0,9,[]
33,Num684Line90Vers1,0,80,0,[],0,80,0,[],80,0,0,[]
34,Num635Line86Vers17,29,51,0,[],26,54,0,[],25,55,0,[]
35,Num83Line13Vers1,14,66,0,[],20,60,0,[],26,54,0,[]
36,Num268Line20Vers19,14,66,0,[],20,60,0,[],26,54,0,[]
37,Num89Line13Vers7,14,66,0,[],20,60,0,[],26,54,0,[]
38,Num176Line15Vers20,0,0,9,[],0,0,9,[],0,0,9,[]
39,Num857Line112Vers31,14,66,0,[],23,57,0,[],25,55,0,[]
40,Num1386Line152Vers10,0,0,9,[],0,0,9,[],0,0,9,[]
41,Num342Line36Vers1,0,80,0,[],0,80,0,[],80,0,0,[]
42,Num525Line82Vers8,20,60,0,[],20,60,0,[],24,56,0,[]
43,Num9Line7Vers9,0,80,0,[],0,80,0,[],80,0,0,[]
44,Num808Line104Vers9,14,66,0,[],19,61,0,[],16,64,0,[]
45,Num658Line87Vers5,13,66,1,[],20,55,5,[],23,54,3,[]
46,Num1343Line149Vers2,14,66,0,[],20,60,0,[],26,54,0,[]
47,Num278Line20Vers29,0,0,9,[],0,0,9,[],0,0,9,[]
48,Num463Line61Vers12,19,61,0,[],17,63,0,[],19,61,0,[]
49,Num156Line14Vers37,14,66,0,[],20,60,0,[],26,54,0,[]
50,Num166Line15Vers10,0,0,9,[],0,0,9,[],0,0,9,[]
51,Num1303Line144Vers2,0,0,9,[],0,0,9,[],0,0,9,[]
52,Num114Line13Vers32,14,66,0,[],20,60,0,[],26,54,0,[]
53,Num1240Line139Vers25,14,66,0,[],20,60,0,[],26,54,0,[]
54,Num283Line20Vers34,14,66,0,[],20,60,0,[],26,54,0,[]
55,Num1328Line146Vers14,18,62,0,[],14,66,0,[],22,58,0,[]
