,file_name,cnt_v,cnt_no_v,otro,status
308,Num11Line7Vers11,0,115,0,[]
309,Num181Line15Vers25,0,115,0,[]
310,Num1141Line122Vers23,115,0,0,[]
311,Num528Line82Vers11,0,115,0,[]
312,Num1238Line139Vers23,1,114,0,[]
313,Num294Line20Vers45,0,115,0,[]
314,Num414Line42Vers17,0,115,0,[]
315,Num1116Line121Vers4,0,115,0,[]
316,Num718Line92Vers8,0,115,0,[]
317,Num286Line20Vers37,0,115,0,[]
318,Num118Line13Vers36,0,115,0,[]
319,Num1353Line150Vers1,0,115,0,[]
320,Num511Line73Vers1,0,115,0,[]
321,Num1154Line122Vers36,1,114,0,[]
322,Num1292Line141Vers4,0,115,0,[]
323,Num510Line72Vers12,0,115,0,[]
324,Num475Line63Vers11,0,115,0,[]
325,Num103Line13Vers21,0,115,0,[]
326,Num1142Line122Vers24,0,115,0,[]
327,Num446Line60Vers1,2,113,0,[]
328,Num78Line11Vers32,0,115,0,[]
329,Num422Line43Vers8,0,115,0,[]
330,Num90Line13Vers8,0,115,0,[]
331,Num196Line16Vers2,0,115,0,[]
332,Num455Line61Vers4,1,114,0,[]
333,Num112Line13Vers30,0,115,0,[]
334,Num327Line33Vers6,115,0,0,[]
335,Num86Line13Vers4,0,115,0,[]
336,Num1354Line150Vers2,0,115,0,[]
337,Num378Line41Vers22,0,115,0,[]
338,Num339Line34Vers11,0,115,0,[]
339,Num104Line13Vers22,0,115,0,[]
340,Num811Line104Vers12,0,115,0,[]
341,Num267Line20Vers18,0,115,0,[]
342,Num179Line15Vers23,0,115,0,[]
343,Num156Line14Vers37,0,115,0,[]
344,Num262Line20Vers13,0,115,0,[]
345,Num1200Line137Vers9,1,114,0,[]
346,Num669Line87Vers16,0,106,9,[]
347,Num186Line15Vers30,0,115,0,[]
348,Num1231Line139Vers16,0,115,0,[]
349,Num1305Line144Vers4,0,115,0,[]
350,Num1240Line139Vers25,0,115,0,[]
351,Num296Line21Vers1,0,115,0,[]
352,Num824Line104Vers25,0,115,0,[]
353,Num291Line20Vers42,0,115,0,[]
354,Num1333Line146Vers19,0,114,1,[]
355,Num193Line15Vers37,0,115,0,[]
356,Num684Line90Vers1,115,0,0,[]
357,Num1301Line143Vers3,0,115,0,[]
358,Num1129Line122Vers11,0,115,0,[]
359,Num270Line20Vers21,0,115,0,[]
360,Num1296Line141Vers8,0,115,0,[]
361,Num249Line19Vers9,0,115,0,[]
362,Num198Line16Vers4,0,115,0,[]
363,Num100Line13Vers18,0,115,0,[]
364,Num418Line43Vers4,0,115,0,[]
365,Num1378Line152Vers2,0,115,0,[]
366,Num739Line101Vers15,0,115,0,[]
367,Num1337Line146Vers23,0,115,0,[]
368,Num182Line15Vers26,0,115,0,[]
369,Num141Line14Vers22,0,115,0,[]
370,Num194Line15Vers38,0,115,0,[]
371,Num476Line63Vers12,0,115,0,[]
372,Num807Line104Vers8,0,115,0,[]
373,Num1312Line144Vers11,0,115,0,[]
374,Num530Line82Vers13,0,115,0,[]
375,Num185Line15Vers29,0,115,0,[]
376,Num126Line14Vers7,0,115,0,[]
377,Num1340Line147Vers1,1,114,0,[]
378,Num53Line11Vers7,0,115,0,[]
379,Num144Line14Vers25,0,115,0,[]
380,Num1235Line139Vers20,0,115,0,[]
381,Num463Line61Vers12,0,115,0,[]
382,Num1299Line143Vers1,0,115,0,[]
383,Num1380Line152Vers4,0,115,0,[]
384,Num202Line16Vers8,0,115,0,[]
385,Num289Line20Vers40,0,115,0,[]
386,Num123Line14Vers4,0,115,0,[]
387,Num37Line9Vers11,0,115,0,[]
388,Num680Line88Vers10,0,115,0,[]
389,Num1336Line146Vers22,0,115,0,[]
390,Num340Line34Vers12,0,115,0,[]
391,Num1345Line149Vers4,0,115,0,[]
392,Num111Line13Vers29,0,115,0,[]
393,Num808Line104Vers9,0,115,0,[]
394,Num263Line20Vers14,0,115,0,[]
395,Num895Line113Vers1,0,115,0,[]
396,Num120Line14Vers1,0,115,0,[]
397,Num1304Line144Vers3,0,115,0,[]
398,Num738Line101Vers14,0,115,0,[]
399,Num275Line20Vers26,0,115,0,[]
400,Num355Line39Vers1,0,115,0,[]
401,Num822Line104Vers23,0,115,0,[]
402,Num165Line15Vers9,0,115,0,[]
403,Num799Line103Vers9,0,115,0,[]
404,Num830Line112Vers4,0,115,0,[]
405,Num1298Line142Vers1,1,114,0,[]
