,file_name,cnt_no_v,cnt_v,otro,status
0,Num781Line101Vers57,29,86,0,[]
1,Num823Line104Vers24,115,0,0,[]
2,Num760Line101Vers36,53,62,0,[]
3,Num24Line8Vers11,0,115,0,[]
4,Num1342Line149Vers1,115,0,0,[]
5,Num23Line8Vers10,115,0,0,[]
6,Num343Line37Vers1,115,0,0,[]
7,Num269Line20Vers20,115,0,0,[]
8,Num26Line8Vers13,115,0,0,[]
9,Num435Line43Vers21,0,115,0,[]
10,Num188Line15Vers32,115,0,0,[]
11,Num225Line16Vers31,115,0,0,[]
12,Num253Line20Vers4,115,0,0,[]
13,Num1329Line146Vers15,0,115,0,[]
14,Num222Line16Vers28,115,0,0,[]
15,Num295Line20Vers46,115,0,0,[]
16,Num529Line82Vers12,115,0,0,[]
17,Num177Line15Vers21,115,0,0,[]
18,Num351Line37Vers9,115,0,0,[]
19,Num674Line88Vers4,115,0,0,[]
20,Num250Line20Vers1,115,0,0,[]
21,Num717Line92Vers7,115,0,0,[]
22,Num1293Line141Vers5,115,0,0,[]
23,Num288Line20Vers39,115,0,0,[]
24,Num252Line20Vers3,115,0,0,[]
25,Num1311Line144Vers10,115,0,0,[]
26,Num266Line20Vers17,115,0,0,[]
27,Num1310Line144Vers9,115,0,0,[]
28,Num166Line15Vers10,115,0,0,[]
29,Num410Line42Vers13,31,84,0,[]
30,Num290Line20Vers41,115,0,0,[]
31,Num707Line90Vers24,0,115,0,[]
32,Num216Line16Vers22,115,0,0,[]
33,Num160Line15Vers4,115,0,0,[]
34,Num525Line82Vers8,115,0,0,[]
35,Num367Line41Vers11,115,0,0,[]
36,Num1236Line139Vers21,115,0,0,[]
37,Num1328Line146Vers14,0,115,0,[]
38,Num773Line101Vers49,53,62,0,[]
39,Num1374Line151Vers9,115,0,0,[]
40,Num116Line13Vers34,115,0,0,[]
41,Num405Line42Vers8,115,0,0,[]
42,Num424Line43Vers10,115,0,0,[]
43,Num107Line13Vers25,115,0,0,[]
44,Num761Line101Vers37,50,65,0,[]
45,Num36Line9Vers10,115,0,0,[]
46,Num780Line101Vers56,20,95,0,[]
47,Num302Line22Vers1,115,0,0,[]
48,Num464Line62Vers1,115,0,0,[]
49,Num153Line14Vers34,115,0,0,[]
50,Num758Line101Vers34,43,72,0,[]
51,Num45Line10Vers6,115,0,0,[]
52,Num1297Line141Vers9,115,0,0,[]
53,Num1302Line144Vers1,115,0,0,[]
54,Num218Line16Vers24,115,0,0,[]
55,Num10Line7Vers10,115,0,0,[]
56,Num1300Line143Vers2,115,0,0,[]
57,Num342Line36Vers1,0,115,0,[]
58,Num83Line13Vers1,115,0,0,[]
59,Num226Line16Vers32,115,0,0,[]
60,Num12Line7Vers12,115,0,0,[]
61,Num1251Line140Vers9,0,115,0,[]
62,Num856Line112Vers30,115,0,0,[]
63,Num1111Line119Vers1,115,0,0,[]
64,Num354Line38Vers3,115,0,0,[]
65,Num353Line38Vers2,115,0,0,[]
66,Num140Line14Vers21,115,0,0,[]
67,Num666Line87Vers13,115,0,0,[]
68,Num1212Line138Vers10,0,115,0,[]
69,Num61Line11Vers15,115,0,0,[]
70,Num431Line43Vers17,0,115,0,[]
71,Num48Line11Vers2,115,0,0,[]
72,Num1323Line146Vers9,0,115,0,[]
73,Num407Line42Vers10,31,84,0,[]
74,Num1366Line151Vers1,115,0,0,[]
75,Num204Line16Vers10,115,0,0,[]
76,Num9Line7Vers9,0,115,0,[]
77,Num1308Line144Vers7,115,0,0,[]
78,Num271Line20Vers22,115,0,0,[]
79,Num91Line13Vers9,115,0,0,[]
80,Num1176Line135Vers9,0,115,0,[]
81,Num8Line7Vers8,0,115,0,[]
82,Num519Line82Vers2,115,0,0,[]
83,Num1219Line139Vers4,0,115,0,[]
84,Num819Line104Vers20,115,0,0,[]
85,Num215Line16Vers21,115,0,0,[]
86,Num283Line20Vers34,115,0,0,[]
87,Num1350Line149Vers9,115,0,0,[]
88,Num1239Line139Vers24,0,115,0,[]
89,Num568Line84Vers16,0,112,0,[]
90,Num706Line90Vers23,0,115,0,[]
91,Num411Line42Vers14,31,84,0,[]
92,Num399Line42Vers2,31,84,0,[]
93,Num1381Line152Vers5,115,0,0,[]
94,Num784Line101Vers60,28,87,0,[]
95,Num274Line20Vers25,115,0,0,[]
96,Num462Line61Vers11,0,115,0,[]
97,Num337Line34Vers9,0,115,0,[]
98,Num221Line16Vers27,115,0,0,[]
99,Num408Line42Vers11,31,84,0,[]
100,Num857Line112Vers31,115,0,0,[]
101,Num1307Line144Vers6,115,0,0,[]
102,Num670Line87Vers17,0,115,0,[]
103,Num70Line11Vers24,115,0,0,[]
104,Num230Line16Vers36,115,0,0,[]
105,Num1232Line139Vers17,115,0,0,[]
106,Num145Line14Vers26,115,0,0,[]
107,Num427Line43Vers13,0,115,0,[]
108,Num292Line20Vers43,115,0,0,[]
109,Num214Line16Vers20,115,0,0,[]
110,Num280Line20Vers31,115,0,0,[]
111,Num127Line14Vers8,115,0,0,[]
112,Num341Line35Vers1,0,115,0,[]
113,Num1340Line147Vers1,0,115,0,[]
114,Num1336Line146Vers22,0,115,0,[]
115,Num569Line84Vers17,0,112,0,[]
116,Num37Line9Vers11,115,0,0,[]
117,Num449Line60Vers4,39,76,0,[]
118,Num1299Line143Vers1,115,0,0,[]
119,Num1380Line152Vers4,115,0,0,[]
120,Num161Line15Vers5,115,0,0,[]
121,Num1304Line144Vers3,115,0,0,[]
122,Num738Line101Vers14,49,66,0,[]
123,Num155Line14Vers36,115,0,0,[]
124,Num1235Line139Vers20,115,0,0,[]
125,Num1345Line149Vers4,115,0,0,[]
126,Num220Line16Vers26,115,0,0,[]
127,Num231Line16Vers37,115,0,0,[]
128,Num1298Line142Vers1,0,115,0,[]
129,Num426Line43Vers12,115,0,0,[]
130,Num822Line104Vers23,115,0,0,[]
131,Num53Line11Vers7,115,0,0,[]
132,Num175Line15Vers19,115,0,0,[]
133,Num1296Line141Vers8,115,0,0,[]
134,Num1312Line144Vers11,115,0,0,[]
135,Num675Line88Vers5,115,0,0,[]
136,Num350Line37Vers8,115,0,0,[]
137,Num299Line21Vers4,115,0,0,[]
138,Num532Line82Vers15,115,0,0,[]
139,Num1301Line143Vers3,115,0,0,[]
140,Num213Line16Vers19,115,0,0,[]
141,Num150Line14Vers31,115,0,0,[]
142,Num219Line16Vers25,115,0,0,[]
143,Num67Line11Vers21,115,0,0,[]
144,Num227Line16Vers33,115,0,0,[]
145,Num143Line14Vers24,115,0,0,[]
146,Num1378Line152Vers2,115,0,0,[]
147,Num739Line101Vers15,25,90,0,[]
148,Num430Line43Vers16,1,114,0,[]
149,Num285Line20Vers36,115,0,0,[]
150,Num121Line14Vers2,115,0,0,[]
151,Num298Line21Vers3,115,0,0,[]
152,Num1129Line122Vers11,115,0,0,[]
153,Num671Line88Vers1,115,0,0,[]
154,Num1337Line146Vers23,0,115,0,[]
155,Num459Line61Vers8,47,68,0,[]
156,Num264Line20Vers15,115,0,0,[]
157,Num157Line15Vers1,115,0,0,[]
158,Num1231Line139Vers16,115,0,0,[]
159,Num293Line20Vers44,115,0,0,[]
160,Num811Line104Vers12,115,0,0,[]
161,Num336Line34Vers8,0,115,0,[]
162,Num1354Line150Vers2,115,0,0,[]
163,Num217Line16Vers23,115,0,0,[]
164,Num1333Line146Vers19,0,115,0,[]
165,Num137Line14Vers18,115,0,0,[]
166,Num229Line16Vers35,115,0,0,[]
167,Num276Line20Vers27,115,0,0,[]
168,Num452Line61Vers1,47,68,0,[]
169,Num128Line14Vers9,115,0,0,[]
170,Num75Line11Vers29,115,0,0,[]
171,Num1240Line139Vers25,115,0,0,[]
172,Num1305Line144Vers4,115,0,0,[]
173,Num439Line51Vers3,0,115,0,[]
174,Num1200Line137Vers9,0,115,0,[]
175,Num117Line13Vers35,115,0,0,[]
176,Num148Line14Vers29,115,0,0,[]
177,Num106Line13Vers24,115,0,0,[]
178,Num425Line43Vers11,0,115,0,[]
179,Num824Line104Vers25,115,0,0,[]
180,Num1142Line122Vers24,115,0,0,[]
181,Num86Line13Vers4,115,0,0,[]
182,Num279Line20Vers30,115,0,0,[]
183,Num751Line101Vers27,112,3,0,[]
184,Num1318Line146Vers4,0,115,0,[]
185,Num1154Line122Vers36,114,1,0,[]
186,Num138Line14Vers19,115,0,0,[]
187,Num224Line16Vers30,115,0,0,[]
188,Num90Line13Vers8,115,0,0,[]
189,Num189Line15Vers33,115,0,0,[]
190,Num434Line43Vers20,1,114,0,[]
191,Num1116Line121Vers4,115,0,0,[]
192,Num142Line14Vers23,115,0,0,[]
193,Num11Line7Vers11,115,0,0,[]
194,Num176Line15Vers20,115,0,0,[]
195,Num223Line16Vers29,115,0,0,[]
196,Num1353Line150Vers1,115,0,0,[]
197,Num1292Line141Vers4,115,0,0,[]
198,Num1332Line146Vers18,0,115,0,[]
199,Num147Line14Vers28,115,0,0,[]
200,Num297Line21Vers2,115,0,0,[]
201,Num64Line11Vers18,115,0,0,[]
202,Num241Line19Vers1,115,0,0,[]
203,Num1141Line122Vers23,0,115,0,[]
204,Num1238Line139Vers23,0,115,0,[]
205,Num232Line16Vers38,115,0,0,[]
206,Num13Line7Vers13,115,0,0,[]
207,Num428Line43Vers14,115,0,0,[]
208,Num144Line14Vers25,115,0,0,[]
209,Num763Line101Vers39,76,39,0,[]
210,Num1313Line144Vers12,115,0,0,[]
211,Num1390Line153Vers1,115,0,0,[]
212,Num233Line17Vers1,115,0,0,[]
213,Num289Line20Vers40,115,0,0,[]
214,Num1309Line144Vers8,115,0,0,[]
215,Num1306Line144Vers5,115,0,0,[]
216,Num21Line8Vers8,115,0,0,[]
217,Num526Line82Vers9,115,0,0,[]
218,Num658Line87Vers5,110,0,4,[]
219,Num463Line61Vers12,2,113,0,[]
220,Num1072Line118Vers4,0,114,0,[]
221,Num275Line20Vers26,115,0,0,[]
222,Num406Line42Vers9,3,112,0,[]
223,Num895Line113Vers1,115,0,0,[]
224,Num419Line43Vers5,0,115,0,[]
225,Num1167Line134Vers1,115,0,0,[]
