,file_name,cnt_no_v_g,cnt_v_g,otro_g,status_g,cnt_no_v_l,cnt_v_l,otro_l,status_l,cnt_no_v_e,cnt_v_e,otro_e,status_e
0,Num1340Line147Vers1,0,80,0,[],0,80,0,[],12,68,0,[]
1,Num143Line14Vers24,15,65,0,[],15,65,0,[],11,69,0,[]
2,Num304Line22Vers3,15,65,0,[],15,65,0,[],11,69,0,[]
3,Num455Line61Vers4,8,72,0,[],31,49,0,[],9,71,0,[]
4,Num150Line14Vers31,15,65,0,[],15,65,0,[],11,69,0,[]
5,Num823Line104Vers24,15,65,0,[],16,64,0,[],12,68,0,[]
6,Num1141Line122Vers23,0,80,0,[],0,80,0,[],80,0,0,[]
7,Num808Line104Vers9,19,59,2,[],24,54,2,[],7,71,2,[]
8,Num1300Line143Vers2,15,65,0,[],15,65,0,[],11,69,0,[]
9,Num248Line19Vers8,15,65,0,[],15,65,0,[],11,69,0,[]
10,Num285Line20Vers36,15,65,0,[],15,65,0,[],11,69,0,[]
11,Num38Line9Vers12,15,65,0,[],15,65,0,[],13,67,0,[]
12,Num464Line62Vers1,15,65,0,[],15,65,0,[],11,69,0,[]
13,Num449Line60Vers4,8,72,0,[],23,57,0,[],29,51,0,[]
14,Num302Line22Vers1,14,66,0,[],15,65,0,[],11,69,0,[]
15,Num398Line42Vers1,15,65,0,[],15,65,0,[],11,69,0,[]
16,Num781Line101Vers57,3,77,0,[],23,57,0,[],2,78,0,[]
17,Num400Line42Vers3,21,59,0,[],16,64,0,[],11,69,0,[]
18,Num112Line13Vers30,15,65,0,[],15,65,0,[],11,69,0,[]
19,Num337Line34Vers9,0,80,0,[],0,80,0,[],80,0,0,[]
20,Num204Line16Vers10,15,65,0,[],15,65,0,[],11,69,0,[]
21,Num462Line61Vers11,14,66,0,[],22,58,0,[],11,69,0,[]
22,Num22Line8Vers9,15,65,0,[],15,65,0,[],11,69,0,[]
23,Num61Line11Vers15,15,65,0,[],15,65,0,[],11,69,0,[]
24,Num424Line43Vers10,15,65,0,[],15,65,0,[],11,69,0,[]
25,Num1072Line118Vers4,21,58,1,[],21,58,1,[],3,76,1,[]
26,Num75Line11Vers29,15,65,0,[],15,65,0,[],11,69,0,[]
27,Num790Line102Vers1,15,65,0,[],15,65,0,[],11,69,0,[]
28,Num503Line72Vers5,17,62,1,[],18,61,1,[],8,71,1,[]
29,Num1309Line144Vers8,15,65,0,[],15,65,0,[],11,69,0,[]
30,Num156Line14Vers37,15,65,0,[],15,65,0,[],11,69,0,[]
31,Num1301Line143Vers3,15,65,0,[],15,65,0,[],11,69,0,[]
32,Num114Line13Vers32,15,65,0,[],15,65,0,[],11,69,0,[]
33,Num679Line88Vers9,15,65,0,[],15,65,0,[],11,69,0,[]
34,Num145Line14Vers26,15,65,0,[],15,65,0,[],11,69,0,[]
35,Num425Line43Vers11,0,80,0,[],0,80,0,[],80,0,0,[]
36,Num113Line13Vers31,15,65,0,[],15,65,0,[],11,69,0,[]
