,file_name,cnt_no_v_g,cnt_v_g,otro_g,status_g,cnt_no_v_l,cnt_v_l,otro_l,status_l,cnt_no_v_e,cnt_v_e,otro_e,status_e
0,Num368Line41Vers12,7,29,79,[],13,23,79,[],1,35,79,[]
1,Num423Line43Vers9,5,14,96,[],6,13,96,[],1,18,96,[]
2,Num1230Line139Vers15,7,29,79,[],13,23,79,[],1,35,79,[]
3,Num175Line15Vers19,7,29,79,[],13,23,79,[],1,35,79,[]
4,Num1313Line144Vers12,7,29,79,[],13,23,79,[],1,35,79,[]
5,Num11Line7Vers11,8,28,79,[],11,25,79,[],2,34,79,[]
6,Num293Line20Vers44,7,29,79,[],13,23,79,[],1,35,79,[]
7,Num13Line7Vers13,9,27,79,[],11,25,79,[],2,34,79,[]
8,Num367Line41Vers11,7,29,79,[],13,23,79,[],1,35,79,[]
9,Num594Line85Vers16,9,27,79,[],14,22,79,[],0,36,79,[]
10,Num1310Line144Vers9,7,29,79,[],13,23,79,[],1,35,79,[]
11,Num58Line11Vers12,7,29,79,[],13,23,79,[],1,35,79,[]
12,Num121Line14Vers2,7,29,79,[],13,23,79,[],1,35,79,[]
13,Num43Line10Vers4,7,29,79,[],13,23,79,[],1,35,79,[]
14,Num193Line15Vers37,7,29,79,[],13,23,79,[],1,35,79,[]
15,Num707Line90Vers24,3,33,79,[],32,4,79,[],1,35,79,[]
16,Num1306Line144Vers5,7,29,79,[],13,23,79,[],1,35,79,[]
17,Num1238Line139Vers23,0,36,79,[],0,36,79,[],0,36,79,[]
18,Num530Line82Vers13,2,34,79,[],16,20,79,[],0,36,79,[]
19,Num1299Line143Vers1,7,29,79,[],13,23,79,[],1,35,79,[]
20,Num123Line14Vers4,7,29,79,[],13,23,79,[],1,35,79,[]
21,Num739Line101Vers15,5,31,79,[],14,22,79,[],0,36,79,[]
22,Num1328Line146Vers14,5,31,79,[],8,28,79,[],0,36,79,[]
23,Num45Line10Vers6,6,30,79,[],13,23,79,[],1,35,79,[]
24,Num262Line20Vers13,7,29,79,[],13,23,79,[],1,35,79,[]
25,Num1336Line146Vers22,1,35,79,[],11,25,79,[],1,35,79,[]
26,Num8Line7Vers8,0,36,79,[],0,36,79,[],36,0,79,[]
27,Num1338Line146Vers24,3,33,79,[],13,23,79,[],0,36,79,[]
28,Num762Line101Vers38,2,34,79,[],28,8,79,[],0,36,79,[]
29,Num1326Line146Vers12,5,31,79,[],16,20,79,[],0,36,79,[]
30,Num139Line14Vers20,7,29,79,[],13,23,79,[],1,35,79,[]
31,Num1228Line139Vers13,0,36,79,[],0,36,79,[],0,36,79,[]
32,Num1232Line139Vers17,7,29,79,[],13,23,79,[],1,35,79,[]
33,Num149Line14Vers30,7,29,79,[],13,23,79,[],1,35,79,[]
34,Num278Line20Vers29,7,29,79,[],13,23,79,[],1,35,79,[]
35,Num1342Line149Vers1,7,29,79,[],13,23,79,[],1,35,79,[]
36,Num1311Line144Vers10,7,29,79,[],13,23,79,[],1,35,79,[]
37,Num758Line101Vers34,1,35,79,[],28,8,79,[],0,36,79,[]
38,Num1154Line122Vers36,1,35,79,[],29,7,79,[],0,36,79,[]
39,Num1308Line144Vers7,7,29,79,[],13,23,79,[],1,35,79,[]
40,Num407Line42Vers10,4,21,90,[],6,19,90,[],2,23,90,[]
41,Num519Line82Vers2,2,34,79,[],16,20,79,[],0,36,79,[]
42,Num1298Line142Vers1,0,36,79,[],0,36,79,[],0,36,79,[]
43,Num1366Line151Vers1,7,29,79,[],13,23,79,[],1,35,79,[]
44,Num1130Line122Vers12,7,29,79,[],13,23,79,[],1,35,79,[]
45,Num264Line20Vers15,7,29,79,[],13,23,79,[],1,35,79,[]
46,Num775Line101Vers51,2,34,79,[],28,8,79,[],0,36,79,[]
47,Num1236Line139Vers21,7,29,79,[],13,23,79,[],1,35,79,[]
48,Num192Line15Vers36,7,29,79,[],13,23,79,[],1,35,79,[]
49,Num295Line20Vers46,7,29,79,[],13,23,79,[],1,35,79,[]
50,Num761Line101Vers37,6,30,79,[],22,14,79,[],0,36,79,[]
51,Num682Line88Vers12,7,29,79,[],13,23,79,[],1,35,79,[]
52,Num146Line14Vers27,7,29,79,[],13,23,79,[],1,35,79,[]
53,Num1333Line146Vers19,9,27,79,[],15,21,79,[],0,36,79,[]
54,Num289Line20Vers40,7,29,79,[],13,23,79,[],1,35,79,[]
55,Num53Line11Vers7,7,29,79,[],13,23,79,[],1,35,79,[]
56,Num820Line104Vers21,7,29,79,[],9,27,79,[],0,36,79,[]
57,Num253Line20Vers4,7,29,79,[],13,23,79,[],1,35,79,[]
58,Num104Line13Vers22,7,29,79,[],13,23,79,[],1,35,79,[]
59,Num272Line20Vers23,7,29,79,[],13,23,79,[],1,35,79,[]
60,Num1353Line150Vers1,7,29,79,[],13,23,79,[],1,35,79,[]
61,Num378Line41Vers22,7,29,79,[],13,23,79,[],1,35,79,[]
62,Num103Line13Vers21,7,29,79,[],13,23,79,[],1,35,79,[]
63,Num186Line15Vers30,7,29,79,[],13,23,79,[],1,35,79,[]
64,Num155Line14Vers36,7,29,79,[],13,23,79,[],1,35,79,[]
65,Num1354Line150Vers2,7,29,79,[],13,23,79,[],1,35,79,[]
66,Num446Line60Vers1,1,35,79,[],19,17,79,[],4,32,79,[]
67,Num658Line87Vers5,7,29,79,[],13,23,79,[],1,35,79,[]
68,Num280Line20Vers31,7,29,79,[],13,23,79,[],1,35,79,[]
69,Num568Line84Vers16,8,28,79,[],15,21,79,[],1,35,79,[]
