,file_name,cnt_no_v,cnt_v,otro,status
0,Num1246Line140Vers4,0,33,47,[]
1,Num101Line13Vers19,78,2,0,[]
2,Num288Line20Vers39,78,2,0,[]
3,Num422Line43Vers8,78,2,0,[]
4,Num266Line20Vers17,78,2,0,[]
5,Num1212Line138Vers10,0,33,47,[]
6,Num10Line7Vers10,78,2,0,[]
7,Num738Line101Vers14,1,79,0,[]
8,Num12Line7Vers12,78,2,0,[]
9,Num1337Line146Vers23,5,75,0,[]
10,Num1329Line146Vers15,1,78,1,[]
11,Num354Line38Vers3,78,2,0,[]
12,Num222Line16Vers28,78,2,0,[]
13,Num1302Line144Vers1,78,2,0,[]
14,Num233Line17Vers1,78,2,0,[]
15,Num1129Line122Vers11,78,2,0,[]
16,Num1292Line141Vers4,78,2,0,[]
17,Num299Line21Vers4,78,2,0,[]
18,Num352Line38Vers1,78,2,0,[]
19,Num1335Line146Vers21,0,80,0,[]
20,Num405Line42Vers8,68,10,2,[]
21,Num291Line20Vers42,78,2,0,[]
22,Num223Line16Vers29,78,2,0,[]
23,Num509Line72Vers11,5,75,0,[]
24,Num166Line15Vers10,78,2,0,[]
25,Num439Line51Vers3,33,0,47,[]
26,Num774Line101Vers50,9,71,0,[]
27,Num920Line114Vers25,73,7,0,[]
28,Num1350Line149Vers9,78,2,0,[]
29,Num1139Line122Vers21,33,0,47,[]
30,Num191Line15Vers35,78,2,0,[]
31,Num100Line13Vers18,78,2,0,[]
32,Num763Line101Vers39,5,74,1,[]
33,Num1327Line146Vers13,0,80,0,[]
34,Num532Line82Vers15,38,42,0,[]
35,Num1386Line152Vers10,78,2,0,[]
36,Num48Line11Vers2,78,2,0,[]
37,Num1251Line140Vers9,0,33,47,[]
38,Num810Line104Vers11,78,2,0,[]
39,Num1331Line146Vers17,0,80,0,[]
40,Num327Line33Vers6,33,0,47,[]
41,Num1293Line141Vers5,78,2,0,[]
42,Num1304Line144Vers3,78,2,0,[]
43,Num297Line21Vers2,78,2,0,[]
44,Num1318Line146Vers4,0,80,0,[]
45,Num526Line82Vers9,38,42,0,[]
46,Num1374Line151Vers9,78,2,0,[]
47,Num148Line14Vers29,78,2,0,[]
48,Num279Line20Vers30,78,2,0,[]
49,Num108Line13Vers26,78,2,0,[]
50,Num221Line16Vers27,78,2,0,[]
51,Num284Line20Vers35,78,2,0,[]
52,Num1296Line141Vers8,78,2,0,[]
53,Num635Line86Vers17,2,75,3,[]
54,Num1390Line153Vers1,78,2,0,[]
55,Num476Line63Vers12,78,2,0,[]
56,Num107Line13Vers25,78,2,0,[]
57,Num151Line14Vers32,78,2,0,[]
58,Num194Line15Vers38,78,2,0,[]
59,Num111Line13Vers29,78,2,0,[]
60,Num938Line114Vers43,73,7,0,[]
61,Num681Line88Vers11,78,2,0,[]
62,Num127Line14Vers8,78,2,0,[]
63,Num276Line20Vers27,78,2,0,[]
64,Num1357Line150Vers5,78,2,0,[]
65,Num1332Line146Vers18,1,79,0,[]
66,Num760Line101Vers36,7,71,2,[]
67,Num338Line34Vers10,79,1,0,[]
68,Num826Line104Vers27,19,61,0,[]
69,Num177Line15Vers21,78,2,0,[]
70,Num463Line61Vers12,5,75,0,[]
71,Num142Line14Vers23,78,2,0,[]
72,Num158Line15Vers2,78,2,0,[]
73,Num178Line15Vers22,78,2,0,[]
74,Num818Line104Vers19,13,67,0,[]
75,Num1241Line139Vers26,0,33,47,[]
76,Num807Line104Vers8,19,61,0,[]
77,Num411Line42Vers14,5,75,0,[]
78,Num106Line13Vers24,78,2,0,[]
79,Num26Line8Vers13,78,2,0,[]
80,Num24Line8Vers11,33,0,47,[]
81,Num1297Line141Vers9,78,2,0,[]
82,Num1137Line122Vers19,33,0,47,[]
83,Num109Line13Vers27,78,2,0,[]
84,Num220Line16Vers26,78,2,0,[]
85,Num270Line20Vers21,78,2,0,[]
86,Num78Line11Vers32,78,2,0,[]
87,Num1377Line152Vers1,78,2,0,[]
88,Num511Line73Vers1,78,2,0,[]
89,Num1289Line141Vers1,78,2,0,[]
90,Num179Line15Vers23,78,2,0,[]
91,Num339Line34Vers11,78,2,0,[]
92,Num144Line14Vers25,78,2,0,[]
93,Num176Line15Vers20,78,2,0,[]
94,Num680Line88Vers10,78,2,0,[]
95,Num1356Line150Vers4,78,2,0,[]
96,Num824Line104Vers25,19,61,0,[]
97,Num528Line82Vers11,38,42,0,[]
98,Num1378Line152Vers2,78,2,0,[]
99,Num110Line13Vers28,78,2,0,[]
100,Num217Line16Vers23,78,2,0,[]
101,Num269Line20Vers20,78,2,0,[]
102,Num296Line21Vers1,78,2,0,[]
103,Num525Line82Vers8,38,42,0,[]
104,Num1323Line146Vers9,0,80,0,[]
105,Num408Line42Vers11,5,75,0,[]
106,Num1307Line144Vers6,78,2,0,[]
107,Num799Line103Vers9,78,2,0,[]
108,Num292Line20Vers43,78,2,0,[]
109,Num341Line35Vers1,33,0,47,[]
110,Num181Line15Vers25,78,2,0,[]
111,Num225Line16Vers31,78,2,0,[]
112,Num350Line37Vers8,78,2,0,[]
113,Num515Line74Vers4,33,0,47,[]
114,Num706Line90Vers23,6,73,1,[]
115,Num343Line37Vers1,78,2,0,[]
116,Num1314Line145Vers1,0,63,17,[]
117,Num324Line33Vers3,3,77,0,[]
118,Num675Line88Vers5,78,2,0,[]
119,Num406Line42Vers9,3,77,0,[]
120,Num718Line92Vers8,78,2,0,[]
121,Num1380Line152Vers4,78,2,0,[]
122,Num811Line104Vers12,78,2,0,[]
123,Num218Line16Vers24,78,2,0,[]
124,Num819Line104Vers20,19,61,0,[]
125,Num277Line20Vers28,78,2,0,[]
126,Num1345Line149Vers4,78,2,0,[]
127,Num263Line20Vers14,78,2,0,[]
128,Num671Line88Vers1,78,2,0,[]
129,Num1369Line151Vers4,78,2,0,[]
130,Num198Line16Vers4,78,2,0,[]
131,Num353Line38Vers2,78,2,0,[]
132,Num809Line104Vers10,24,56,0,[]
133,Num160Line15Vers4,78,2,0,[]
134,Num86Line13Vers4,78,2,0,[]
135,Num265Line20Vers16,78,2,0,[]
136,Num1367Line151Vers2,78,2,0,[]
137,Num798Line103Vers8,78,2,0,[]
138,Num1219Line139Vers4,0,33,47,[]
139,Num294Line20Vers45,78,2,0,[]
140,Num91Line13Vers9,78,2,0,[]
