,file_name,cnt_no_v,cnt_v,otro,status
0,Num781Line101Vers57,19,60,0,[]
1,Num823Line104Vers24,80,0,0,[]
2,Num760Line101Vers36,37,42,0,[]
3,Num24Line8Vers11,0,80,0,[]
4,Num1342Line149Vers1,80,0,0,[]
5,Num23Line8Vers10,80,0,0,[]
6,Num343Line37Vers1,80,0,0,[]
7,Num269Line20Vers20,80,0,0,[]
8,Num26Line8Vers13,80,0,0,[]
9,Num435Line43Vers21,0,80,0,[]
10,Num188Line15Vers32,80,0,0,[]
11,Num225Line16Vers31,80,0,0,[]
12,Num253Line20Vers4,80,0,0,[]
13,Num1329Line146Vers15,0,79,1,[]
14,Num222Line16Vers28,80,0,0,[]
15,Num295Line20Vers46,80,0,0,[]
16,Num529Line82Vers12,80,0,0,[]
17,Num177Line15Vers21,80,0,0,[]
18,Num351Line37Vers9,80,0,0,[]
19,Num674Line88Vers4,80,0,0,[]
20,Num250Line20Vers1,80,0,0,[]
21,Num717Line92Vers7,80,0,0,[]
22,Num1293Line141Vers5,80,0,0,[]
23,Num288Line20Vers39,80,0,0,[]
24,Num252Line20Vers3,80,0,0,[]
25,Num1311Line144Vers10,80,0,0,[]
26,Num266Line20Vers17,80,0,0,[]
27,Num1310Line144Vers9,80,0,0,[]
28,Num166Line15Vers10,80,0,0,[]
29,Num410Line42Vers13,22,58,0,[]
30,Num290Line20Vers41,80,0,0,[]
31,Num707Line90Vers24,0,80,0,[]
32,Num216Line16Vers22,80,0,0,[]
33,Num160Line15Vers4,80,0,0,[]
34,Num525Line82Vers8,80,0,0,[]
35,Num367Line41Vers11,80,0,0,[]
36,Num1236Line139Vers21,80,0,0,[]
37,Num1328Line146Vers14,0,80,0,[]
38,Num773Line101Vers49,37,42,0,[]
39,Num1374Line151Vers9,80,0,0,[]
40,Num116Line13Vers34,80,0,0,[]
41,Num405Line42Vers8,80,0,0,[]
42,Num424Line43Vers10,80,0,0,[]
43,Num107Line13Vers25,80,0,0,[]
44,Num761Line101Vers37,35,45,0,[]
45,Num36Line9Vers10,80,0,0,[]
46,Num780Line101Vers56,16,64,0,[]
47,Num302Line22Vers1,80,0,0,[]
48,Num464Line62Vers1,80,0,0,[]
49,Num153Line14Vers34,80,0,0,[]
50,Num758Line101Vers34,27,51,0,[]
51,Num45Line10Vers6,79,1,0,[]
52,Num1297Line141Vers9,80,0,0,[]
53,Num1302Line144Vers1,80,0,0,[]
54,Num218Line16Vers24,80,0,0,[]
55,Num10Line7Vers10,80,0,0,[]
56,Num1300Line143Vers2,80,0,0,[]
57,Num342Line36Vers1,0,80,0,[]
58,Num83Line13Vers1,80,0,0,[]
59,Num226Line16Vers32,80,0,0,[]
60,Num12Line7Vers12,80,0,0,[]
61,Num1251Line140Vers9,0,80,0,[]
62,Num856Line112Vers30,79,1,0,[]
63,Num1111Line119Vers1,80,0,0,[]
64,Num354Line38Vers3,80,0,0,[]
65,Num353Line38Vers2,80,0,0,[]
66,Num140Line14Vers21,80,0,0,[]
67,Num666Line87Vers13,80,0,0,[]
68,Num1212Line138Vers10,0,80,0,[]
69,Num61Line11Vers15,80,0,0,[]
70,Num431Line43Vers17,0,80,0,[]
71,Num48Line11Vers2,80,0,0,[]
72,Num1323Line146Vers9,0,80,0,[]
73,Num407Line42Vers10,22,58,0,[]
74,Num1366Line151Vers1,80,0,0,[]
75,Num204Line16Vers10,80,0,0,[]
76,Num9Line7Vers9,0,80,0,[]
77,Num1308Line144Vers7,80,0,0,[]
78,Num271Line20Vers22,80,0,0,[]
79,Num91Line13Vers9,80,0,0,[]
80,Num1176Line135Vers9,0,80,0,[]
81,Num8Line7Vers8,0,80,0,[]
82,Num519Line82Vers2,80,0,0,[]
83,Num1219Line139Vers4,0,80,0,[]
84,Num819Line104Vers20,80,0,0,[]
85,Num215Line16Vers21,80,0,0,[]
86,Num283Line20Vers34,80,0,0,[]
87,Num1350Line149Vers9,80,0,0,[]
