,mutantID,testID,is_output_x_equal,is_output_y_equal,is_int_x_equal,is_int_y_equal
0,Num461Line61Vers10,VRfNx3Krud5jD43PHgxJdc,False,False,False,False
1,Num461Line61Vers10,SVumrKz2o5MrZ4LmouTKTt,False,False,False,False
2,Num461Line61Vers10,x9GsMzyJggmJVBFwtDdWgGy,False,False,True,False
3,Num461Line61Vers10,HGG3ZoLQDvNSCo68FfqnyR,False,False,True,False
4,Num461Line61Vers10,HrsMvznCqa4BcUSMQxhswN,False,False,True,False
5,Num461Line61Vers10,iZ6RWNFtznDcnW86BLoVzz,False,False,False,False
6,Num461Line61Vers10,JSoCQLK4JncUyGkTJmBf8U,False,False,False,False
7,Num461Line61Vers10,x8q6CUrM8evZ5i2MZSmuTyF,False,False,True,False
8,Num461Line61Vers10,grCYYqDppVgYjxEzo9gi8b,False,False,False,False
9,Num461Line61Vers10,GXKoJAoFCeMDN9hNHHZJbw,False,False,True,False
10,Num461Line61Vers10,DmDYBcDbmmYZFZEFtSzUHf,False,False,True,False
11,Num461Line61Vers10,a7JrStTEFDWRVJDJEE8iSi,False,False,True,False
12,Num461Line61Vers10,EGeSryitfwa2bo5qB9Z94f,False,False,True,False
13,Num461Line61Vers10,x7ametREFiSraNdMc3Su6Sd,False,False,True,False
14,Num461Line61Vers10,fumRDcrFqivMfX8wvHsy2i,False,False,False,False
15,Num461Line61Vers10,gVMc9vqN7G2m9EYvFDZKVT,False,False,False,False
16,Num461Line61Vers10,mpt5sxNXi3ZtuMbWEwTepW,False,False,False,False
17,Num461Line61Vers10,aHnRKeJd2osztTy9fkh9Am,False,False,False,False
18,Num461Line61Vers10,TNA7oJx2UdQErSeLKuK7fE,False,False,True,False
19,Num461Line61Vers10,fPjqNeKg8Y9FytR4jHQMi9,False,False,False,False
20,Num461Line61Vers10,jLntuYZDrWcLvC4MJ5v23b,False,False,False,False
21,Num461Line61Vers10,kcqGZAaauZU3gHx6LpaaJv,False,False,False,False
22,Num461Line61Vers10,SctED2kh5TbqELR9zaVCwj,False,False,False,False
23,Num461Line61Vers10,x8KYKfn8tieHKjYkFTJe23w,False,False,False,False
24,Num461Line61Vers10,x4qUhjzqKzvKTysxmYtdtvG,False,False,True,False
25,Num461Line61Vers10,mPj6cLgddNdt8f7zyHo6mA,False,False,True,False
26,Num461Line61Vers10,o9mEQL5eKtK5c8fdjA5e5P,False,False,True,False
27,Num461Line61Vers10,x8DL2scNsMvJaGeqBxMWU9n,False,False,True,False
28,Num461Line61Vers10,CFPucPcFjWGdGqdpUGTDM9,False,False,True,False
29,Num461Line61Vers10,JFyUSoESZtgRLyCpBGPPEZ,True,False,True,False
30,Num461Line61Vers10,x748vyTMHhyrecXxanBWjAq,False,False,True,False
31,Num461Line61Vers10,ZHUo9LALvgNyx8hGQ6xTkg,False,False,False,False
32,Num461Line61Vers10,x9Gt4m3ixi6Z2iPgr4S9mZQ,False,False,True,False
33,Num461Line61Vers10,a7TVyGyHzB6cy9Ugiw9ubw,False,False,True,False
34,Num461Line61Vers10,HNUGfo5en84QZsSUfRVEUh,False,False,False,False
35,Num461Line61Vers10,k7oZ58dZ4Xdi3zSZxVafyV,True,False,True,False
36,Num461Line61Vers10,x6q86zD4g8aZbVVqZcdmEDZ,False,False,False,False
37,Num461Line61Vers10,x9saWi9wChZ6xzpRWjjw8kP,False,False,True,False
38,Num461Line61Vers10,fehxPttF25H2GhXo44NGgu,False,False,False,False
39,Num461Line61Vers10,bEWNkMUyS9U6X2PDhjFM3d,False,False,False,False
40,Num461Line61Vers10,x5gMSVk4vgNeWihtwsCaD5R,False,False,False,False
