,mutant_ID,is_output_x_equal_true,is_output_x_equal_false,is_output_x_equal_other,is_output_y_equal_true,is_output_y_equal_false,is_output_y_equal_other,is_int_x_equal_true,is_int_x_equal_false,is_int_x_equal_other,is_int_y_equal_true,is_int_y_equal_false,is_int_y_equal_other
364,Num103Line13Vers21,195,0,0,195,0,0,195,0,0,195,0,0
365,Num8Line7Vers8,0,195,0,0,195,0,0,195,0,0,195,0
366,Num1289Line141Vers1,195,0,0,195,0,0,195,0,0,195,0,0
367,Num182Line15Vers26,195,0,0,195,0,0,195,0,0,195,0,0
368,Num225Line16Vers31,195,0,0,195,0,0,195,0,0,195,0,0
369,Num353Line38Vers2,195,0,0,195,0,0,195,0,0,195,0,0
370,Num1312Line144Vers11,195,0,0,195,0,0,195,0,0,195,0,0
371,Num166Line15Vers10,195,0,0,195,0,0,195,0,0,195,0,0
372,Num215Line16Vers21,195,0,0,195,0,0,195,0,0,195,0,0
373,Num519Line82Vers2,82,113,0,82,113,0,110,85,0,109,86,0
374,Num218Line16Vers24,195,0,0,195,0,0,195,0,0,195,0,0
375,Num434Line43Vers20,15,180,0,15,180,0,15,180,0,15,180,0
376,Num127Line14Vers8,195,0,0,195,0,0,195,0,0,195,0,0
377,Num1356Line150Vers4,195,0,0,0,195,0,195,0,0,195,0,0
378,Num1303Line144Vers2,195,0,0,195,0,0,195,0,0,195,0,0
379,Num147Line14Vers28,195,0,0,195,0,0,195,0,0,195,0,0
380,Num149Line14Vers30,195,0,0,195,0,0,195,0,0,195,0,0
381,Num1377Line152Vers1,195,0,0,0,195,0,195,0,0,195,0,0
382,Num1307Line144Vers6,195,0,0,195,0,0,195,0,0,195,0,0
383,Num12Line7Vers12,195,0,0,195,0,0,195,0,0,195,0,0
384,Num123Line14Vers4,195,0,0,170,25,0,195,0,0,195,0,0
385,Num302Line22Vers1,137,58,0,84,111,0,195,0,0,195,0,0
386,Num1212Line138Vers10,0,195,0,0,195,0,0,195,0,0,195,0
387,Num155Line14Vers36,195,0,0,195,0,0,195,0,0,195,0,0
388,Num773Line101Vers49,19,176,0,19,176,0,26,169,0,26,169,0
389,Num455Line61Vers4,2,193,0,0,195,0,43,152,0,1,194,0
390,Num191Line15Vers35,195,0,0,195,0,0,195,0,0,195,0,0
391,Num151Line14Vers32,195,0,0,195,0,0,195,0,0,195,0,0
392,Num938Line114Vers43,75,120,0,75,120,0,90,105,0,91,104,0
393,Num339Line34Vers11,195,0,0,195,0,0,195,0,0,195,0,0
394,Num268Line20Vers19,195,0,0,195,0,0,195,0,0,195,0,0
395,Num83Line13Vers1,195,0,0,195,0,0,195,0,0,195,0,0
396,Num233Line17Vers1,195,0,0,195,0,0,195,0,0,195,0,0
397,Num21Line8Vers8,195,0,0,195,0,0,195,0,0,195,0,0
398,Num635Line86Vers17,0,195,0,0,195,0,1,194,0,0,195,0
399,Num137Line14Vers18,195,0,0,195,0,0,195,0,0,195,0,0
400,Num45Line10Vers6,28,167,0,11,184,0,193,2,0,193,2,0
401,Num1331Line146Vers17,195,0,0,195,0,0,195,0,0,0,195,0
402,Num411Line42Vers14,16,179,0,12,183,0,77,118,0,31,164,0
403,Num1300Line143Vers2,195,0,0,195,0,0,195,0,0,195,0,0
404,Num283Line20Vers34,195,0,0,195,0,0,195,0,0,195,0,0
405,Num158Line15Vers2,195,0,0,195,0,0,195,0,0,195,0,0
406,Num61Line11Vers15,195,0,0,195,0,0,195,0,0,195,0,0
407,Num143Line14Vers24,195,0,0,195,0,0,195,0,0,195,0,0
