,file_name,cnt_no_v_g,cnt_v_g,otro_g,status_g,cnt_no_v_l,cnt_v_l,otro_l,status_l,cnt_no_v_e,cnt_v_e,otro_e,status_e
0,gmr2_exc_unmutated.json,53,127,15,[],41,139,15,[],20,160,15,[]
