,test_id,delta_phi,sum_err,current_min,expected_minimal_error,diff,relative_dif
51,CGepjfSaRrQVng852Gzx8A,"[-10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[169.784973, 150.664551, 135.542313, 123.529617, 113.968269, 106.364937, 100.345238, 95.6223145, 91.9746552, 89.2300262, 87.254158, 87.2420547, 87.2118912, 87.0001831, 87.2583313, 87.9499893, 89.0490189, 90.5379562, 92.4069366, 94.6528931, 97.2788849]",87.0001831,87.254158,0.2539749000000029,-0.29107483909248527
52,a4J5eV5S5jec3zdjHgKrwU,"[-10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[78.4174347, 77.0543823, 75.8907623, 74.9136353, 74.1117859, 73.4753876, 72.9959412, 72.6661911, 72.4799194, 72.4318848, 72.5178146, 72.73423, 73.0784912, 73.5486832, 74.1436234, 74.8628769, 75.7066116, 76.6757736, 77.7719421, 78.9973907, 80.3551102]",72.4318848,72.5178146,0.08592979999998818,-0.11849474570347598
53,x7q9FGCkskedBq72k2PboMT,"[-10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[161.627167, 128.955658, 107.048943, 92.1070786, 81.8380127, 74.8052826, 70.0801392, 67.0467453, 65.2887497, 64.5204544, 64.5441, 65.2225952, 66.461647, 68.1978226, 70.3905563, 73.016655, 76.0665741, 79.5417938, 83.4531479, 87.819664, 92.6678848]",64.5204544,64.5441,0.023645599999994715,-0.0366347969837595
54,W8T6FjjUmgTvQfKgzH5A5Y,"[-10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[97.8918686, 94.2604294, 90.9870453, 88.0567169, 85.457016, 83.178627, 81.2156448, 79.5665894, 78.2355728, 77.2344742, 76.5859299, 76.3285599, 76.5250854, 77.2761612, 78.7441483, 81.1962, 85.08535, 91.2132645, 101.080315, 117.711266, 147.843735]",76.3285599,76.5859299,0.25736999999999455,-0.33605389441121686
55,YKcJrmny5vRh2ZxhQD6rSE,"[-10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[120.510414, 117.524803, 115.031906, 113.01236, 111.453949, 110.35202, 109.710342, 109.542343, 109.872925, 110.741074, 110.203453, 114.339638, 117.259537, 121.113785, 126.109367, 132.532547, 140.783615, 151.431061, 165.297562, 183.602524, 208.20433]",109.542343,110.203453,0.6611099999999936,-0.5998995330935717
56,CMweUETuWETxx2KMcjVK75,"[-10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[80.554512, 78.6142197, 76.8861465, 75.3694153, 74.0658569, 72.9795914, 72.1167831, 71.4856, 71.0961, 70.9602127, 71.0918732, 71.5069504, 72.2235489, 73.2620468, 74.6453857, 76.399231, 78.5523758, 81.137, 84.1891098, 87.7490387, 91.8619232]",70.9602127,71.0918732,0.1316604999999953,-0.18519768023216937
57,x9AFGFkr5YfgnUB8dwEnqNQ,"[-10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[252.387222, 403.661957, 1620.78711, 3799.77905, 299.639618, 153.574875, 123.544159, 114.467514, 111.593491, 111.143951, 111.870834, 113.298279, 115.232353, 117.596367, 120.367447, 123.549927, 127.163452, 131.237259, 135.807648, 140.916855, 146.612717]",111.143951,111.870834,0.7268830000000008,-0.6497520166873886
58,hwZUsokzCUm2fiaTF5kU4b,"[-10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[120.536827, 116.270515, 112.429886, 108.990967, 105.934494, 103.246414, 100.918518, 98.95, 97.3489761, 96.1358719, 95.3477783, 95.0457382, 95.3259583, 96.3381805, 98.3162079, 101.630226, 106.881042, 115.076477, 127.983261, 148.878738, 184.307831]",95.0457382,95.3477783,0.30204009999999926,-0.3167772814272268
59,SZgyySnBaEPeLfx5ZrNRSx,"[-10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[119.419609, 117.581558, 115.970039, 114.576317, 113.395004, 112.423653, 111.662552, 111.11467, 110.785416, 110.682678, 110.81691, 111.201172, 111.851311, 112.786095, 114.027611, 115.601486, 117.537338, 119.869301, 122.636612, 125.884331, 129.664261]",110.682678,110.81691,0.13423199999999724,-0.12112952797546624
60,PriNkcyYmqGts25R2ugSuH,"[-10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[85.7969742, 79.2599411, 73.8085098, 69.2951889, 65.6111908, 62.6782227, 60.4424171, 58.8701859, 57.94524, 57.666523, 58.0469933, 59.1129646, 60.9039955, 63.4732475, 66.8883362, 71.2325821, 76.6069412, 83.1322556, 90.9525146, 100.238785, 111.193756]",57.666523,58.0469933,0.38047029999999893,-0.6554522092705859
61,HEagvuDYCbBp4kySntvmzK,"[-10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[178.027939, 166.326538, 156.636353, 149.056183, 144.057373, 143.384842, 155.983582, 359.158722, 169.394592, 109.028412, 105.4748, 105.082611, 105.581329, 106.677238, 108.307327, 110.445297, 113.070587, 116.163124, 119.702919, 123.670494, 128.047211]",105.082611,105.4748,0.3921890000000019,-0.37183194469200403
62,FySK2trVy6Fg9W4eK8359v,"[-10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[420.044739, 390.760529, 364.055878, 339.65332, 317.313904, 296.830444, 278.023346, 260.735718, 244.830627, 230.187775, 216.70163000000002, 216.488083, 228.283142, 222.090912, 235.095245, 242.561859, 250.722046, 259.6203, 269.306885, 279.83847, 291.279297]",216.488083,216.70163000000002,0.2135470000000339,-0.09854425183605396
63,x95iuKuwcktA9jhtnbX88J7,"[-10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[100.970764, 103.292145, 105.891037, 108.774628, 111.950958, 115.428947, 119.218376, 123.330109, 127.775955, 132.568848, 101.72297699999999, 143.253784, 149.178085, 155.514221, 162.282089, 169.503418, 177.201859, 185.403107, 194.135178, 203.428452, 213.316269]",100.970764,101.72297699999999,0.7522129999999834,-0.7394720663749189
64,W6G26wyydnrr7jtQQoSQwL,"[-10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[98.365715, 95.8643341, 93.7733841, 92.0441055, 90.6370239, 89.5200043, 88.6666489, 88.055069, 87.6671143, 87.4876328, 87.5039215, 87.705368, 88.0830154, 88.6294479, 89.3384705, 90.2049789, 91.2248, 92.3946457, 93.7119598, 95.1748505, 96.782074]",87.4876328,87.5039215,0.01628870000000404,-0.0186148228796855
65,BqRZy5RjszboLUaSG9yiYE,"[-10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[161.386459, 156.725815, 152.585953, 148.932938, 145.737167, 142.97348, 140.621033, 138.663422, 137.089172, 135.892532, 135.074326, 134.643753, 134.620895, 135.040375, 135.95726, 137.455917, 139.664154, 142.776382, 147.092102, 153.083481, 161.51796]",134.620895,135.074326,0.45343100000002323,-0.3356899963358123
66,x3Jgq8CL5ri87om5FoiZXBm,"[-10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[92.5721664, 90.1658401, 88.1333847, 86.4322815, 85.0296249, 83.9000931, 83.0241928, 82.3869934, 81.9772568, 81.7868118, 81.8099, 82.0428848, 82.483963, 83.1329041, 83.9909, 85.0604248, 86.3452, 87.8500595, 89.5810547, 91.5453, 93.7510223]",81.7868118,81.8099,0.023088200000003667,-0.028221767781165443
67,mnWvGT6DSoS7sNjGBCHwjc,"[-10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[130.362915, 127.131317, 124.190483, 121.535324, 119.163383, 117.07547, 115.27636, 113.77581, 112.590012, 111.743629, 111.272873, 111.229866, 111.689201, 112.757828, 114.590439, 117.413925, 121.567085, 127.56823, 136.233231, 148.893188, 167.816208]",111.229866,111.272873,0.043007000000002904,-0.0386500310817021
68,fpK2vtQqxFDSaPSGijzntU,"[-10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[181.989258, 175.298462, 169.70285, 165.002457, 161.050171, 157.737366, 154.98465, 152.734558, 150.947189, 149.596649, 148.668747, 148.159393, 148.073517, 148.4245, 149.233856, 150.531296, 152.355316, 154.753433, 157.783478, 161.51474, 166.029633]",148.073517,148.668747,0.5952299999999866,-0.40037332123340397
69,VgiVzGZ5hf3RhmJKENdMfd,"[-10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[335.192322, 247.798141, 197.307968, 166.758911, 147.757446, 135.815186, 128.383682, 123.945068, 121.559822, 120.62796, 120.756416, 121.682442, 123.227608, 125.269409, 127.72332, 130.531052, 133.652817, 137.062134, 140.742218, 144.683578, 148.882217]",120.62796,120.756416,0.1284559999999999,-0.10637612828787492
70,x7iRqAtTyY6J5MTiioDDGmo,"[-10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[204.189774, 201.539536, 199.180893, 197.103149, 195.296768, 193.753525, 192.466293, 191.429062, 190.63707, 190.086563, 189.775208, 189.701782, 189.866562, 190.27124, 190.919296, 191.816116, 192.969269, 194.389038, 196.088837, 198.086075, 200.402695]",189.701782,189.775208,0.07342599999998356,-0.038691039137200456
71,b8gaMoohomc9g4JpJaYRRa,"[-10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[144.258224, 142.255798, 140.453293, 138.838303, 137.399673, 136.127609, 135.013336, 134.049118, 133.228104, 132.544373, 131.992722, 131.568634, 131.268295, 131.088654, 131.0271, 131.081635, 131.250946, 131.534149, 131.930954, 132.441589, 133.066833]",131.0271,131.992722,0.9656219999999962,-0.7315721544101472
72,RZCag9N8CX8uECJpEgmcRc,"[-10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[93.516777, 91.5774307, 89.9527435, 88.6096191, 87.5219, 86.668869, 86.0340652, 85.6045, 85.3698959, 85.3223267, 85.4556961, 85.7655487, 86.2487869, 86.9035187, 87.72892, 88.7251358, 89.8931732, 91.2349243, 92.7529907, 94.4507904, 96.3324738]",85.3223267,85.4556961,0.1333693999999923,-0.1560684730060871
73,JPa4zAJtdZf729JEnt9XuL,"[-10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[144.297394, 143.245819, 142.333008, 141.558105, 140.920944, 140.422241, 140.063278, 139.846252, 139.774231, 139.851089, 140.081741, 140.472137, 141.029343, 141.761765, 142.679153, 143.792908, 145.116241, 146.664383, 148.454834, 150.507797, 152.846588]",139.774231,140.081741,0.3075100000000077,-0.219521829044092
74,maWWfLHdtuAV4yQTamyEMz,"[-10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[153.277054, 151.930908, 150.735855, 149.681351, 148.758484, 147.959595, 147.278351, 146.709335, 146.248032, 145.890793, 145.634689, 145.477432, 145.417358, 145.453339, 145.584808, 145.811707, 146.13446, 146.55394, 147.071503, 147.68898, 148.408615]",145.417358,145.634689,0.2173310000000015,-0.14923024280293654
75,x4pCU9Zc9sTECRpMRFWG8CP,"[-10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[194.576141, 183.503967, 173.874527, 165.56636, 158.472366, 152.499039, 147.566391, 143.6091, 140.579163, 138.452072, 137.238403, 137.007721, 137.93808, 140.426346, 145.353867, 154.807816, 174.37384, 222.370453, 384.821106, 1588.32092, 43365.8203]",137.007721,137.238403,0.2306820000000016,-0.16808851965437224
76,U5YAs6CFd4CpnrgHSMGz5H,"[-10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[141.003738, 137.705826, 134.878296, 132.50293, 130.565887, 129.0578, 127.97403, 127.314796, 127.085678, 127.298195, 127.970634, 129.129089, 130.808884, 133.056458, 135.931778, 139.511581, 143.893646, 149.202438, 155.596756, 163.280258, 172.515518]",127.085678,127.970634,0.8849560000000025,-0.6915305272301788
77,JsL4mnFBXG9PyUsRgK73KM,"[-10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[163.443161, 155.746643, 149.756546, 145.00531, 141.188263, 138.100586, 135.600769, 133.588898, 131.993423, 130.762283, 129.857605, 129.25174, 128.924744, 128.862625, 129.055939, 129.49913, 130.18959, 131.127457, 132.315186, 133.757172, 135.45993]",128.862625,129.857605,0.9949799999999982,-0.7662084942965013
78,Cw9zSQNxnMUAPpv63ueZMp,"[-10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[132.270874, 128.087646, 124.492928, 121.420013, 118.815613, 116.637604, 114.853653, 113.440109, 112.381111, 111.668152, 111.299805, 111.281693, 111.626648, 112.355309, 113.496819, 115.089737, 117.183762, 119.841347, 123.140488, 127.177704, 132.072418]",111.281693,111.299805,0.018112000000002126,-0.016273164180298543
79,o42dQv5S9wdSGvQuBCdyuS,"[-10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[225.903015, 202.633026, 186.066284, 174.244949, 165.869949, 160.059067, 156.200638, 153.864334, 152.743744, 152.618988, 153.332245, 154.770386, 156.853867, 159.528381, 162.759323, 166.527466, 170.826492, 175.660736, 181.043869, 186.998154, 193.553711]",152.618988,153.332245,0.7132569999999987,-0.465170910397874
