,file_name,cnt_v,cnt_no_v,otro,status
201,Num1336Line146Vers22,0,195,0,[]
202,Num763Line101Vers39,0,195,0,[]
203,Num289Line20Vers40,0,195,0,[]
204,Num1232Line139Vers17,0,195,0,[]
205,Num669Line87Vers16,0,178,17,[]
206,Num1341Line148Vers1,25,170,0,[]
207,Num265Line20Vers16,0,195,0,[]
208,Num718Line92Vers8,0,195,0,[]
209,Num823Line104Vers24,0,195,0,[]
210,Num114Line13Vers32,0,195,0,[]
211,Num680Line88Vers10,0,195,0,[]
212,Num119Line13Vers37,0,195,0,[]
213,Num781Line101Vers57,0,195,0,[]
214,Num706Line90Vers23,0,195,0,[]
215,Num277Line20Vers28,0,195,0,[]
216,Num1080Line118Vers12,0,195,0,[]
217,Num1142Line122Vers24,0,195,0,[]
218,Num818Line104Vers19,0,195,0,[]
219,Num279Line20Vers30,0,195,0,[]
220,Num180Line15Vers24,0,195,0,[]
221,Num227Line16Vers33,0,195,0,[]
222,Num503Line72Vers5,3,192,0,[]
223,Num423Line43Vers9,0,195,0,[]
224,Num426Line43Vers12,0,195,0,[]
225,Num752Line101Vers28,0,195,0,[]
226,Num1314Line145Vers1,195,0,0,[]
227,Num89Line13Vers7,0,195,0,[]
228,Num1129Line122Vers11,0,195,0,[]
229,Num1241Line139Vers26,1,194,0,[]
230,Num199Line16Vers5,0,195,0,[]
231,Num784Line101Vers60,0,195,0,[]
232,Num11Line7Vers11,0,195,0,[]
233,Num830Line112Vers4,0,195,0,[]
234,Num1366Line151Vers1,0,195,0,[]
235,Num1326Line146Vers12,0,195,0,[]
236,Num354Line38Vers3,0,195,0,[]
237,Num9Line7Vers9,195,0,0,[]
238,Num110Line13Vers28,0,195,0,[]
239,Num355Line39Vers1,0,195,0,[]
240,Num671Line88Vers1,0,195,0,[]
241,Num368Line41Vers12,0,195,0,[]
242,Num241Line19Vers1,0,195,0,[]
243,Num1390Line153Vers1,0,195,0,[]
244,Num184Line15Vers28,0,195,0,[]
245,Num412Line42Vers15,0,195,0,[]
246,Num273Line20Vers24,0,195,0,[]
247,Num758Line101Vers34,0,194,0,[]
248,Num675Line88Vers5,0,195,0,[]
249,Num1112Line120Vers1,0,195,0,[]
250,Num1225Line139Vers10,1,194,0,[]
251,Num1238Line139Vers23,1,194,0,[]
252,Num297Line21Vers2,0,195,0,[]
253,Num761Line101Vers37,0,195,0,[]
254,Num799Line103Vers9,0,195,0,[]
255,Num156Line14Vers37,0,195,0,[]
256,Num120Line14Vers1,0,195,0,[]
257,Num739Line101Vers15,0,195,0,[]
258,Num783Line101Vers59,0,195,0,[]
259,Num532Line82Vers15,0,195,0,[]
260,Num399Line42Vers2,0,195,0,[]
261,Num38Line9Vers12,0,195,0,[]
262,Num26Line8Vers13,0,195,0,[]
263,Num738Line101Vers14,0,195,0,[]
264,Num288Line20Vers39,0,195,0,[]
265,Num356Line40Vers1,0,195,0,[]
266,Num525Line82Vers8,0,195,0,[]
267,Num252Line20Vers3,0,195,0,[]
268,Num515Line74Vers4,195,0,0,[]
269,Num249Line19Vers9,0,195,0,[]
270,Num475Line63Vers11,0,195,0,[]
271,Num1231Line139Vers16,0,195,0,[]
272,Num1308Line144Vers7,0,195,0,[]
273,Num203Line16Vers9,0,195,0,[]
274,Num658Line87Vers5,0,178,17,[]
275,Num178Line15Vers22,0,195,0,[]
276,Num104Line13Vers22,0,195,0,[]
277,Num790Line102Vers1,0,195,0,[]
278,Num90Line13Vers8,0,195,0,[]
279,Num148Line14Vers29,0,195,0,[]
280,Num760Line101Vers36,0,195,0,[]
281,Num109Line13Vers27,0,195,0,[]
282,Num509Line72Vers11,0,195,0,[]
283,Num193Line15Vers37,0,195,0,[]
284,Num112Line13Vers30,0,195,0,[]
285,Num304Line22Vers3,0,195,0,[]
286,Num342Line36Vers1,195,0,0,[]
287,Num1296Line141Vers8,0,195,0,[]
288,Num213Line16Vers19,0,195,0,[]
289,Num609Line85Vers31,0,195,0,[]
290,Num263Line20Vers14,0,195,0,[]
291,Num116Line13Vers34,0,195,0,[]
292,Num128Line14Vers9,0,195,0,[]
293,Num811Line104Vers12,0,195,0,[]
294,Num405Line42Vers8,0,193,0,[]
295,Num175Line15Vers19,0,195,0,[]
296,Num398Line42Vers1,0,195,0,[]
297,Num160Line15Vers4,0,195,0,[]
298,Num337Line34Vers9,195,0,0,[]
299,Num1239Line139Vers24,1,194,0,[]
300,Num1236Line139Vers21,0,195,0,[]
301,Num121Line14Vers2,0,195,0,[]
302,Num195Line16Vers1,0,195,0,[]
303,Num53Line11Vers7,0,195,0,[]
304,Num293Line20Vers44,0,195,0,[]
305,Num100Line13Vers18,0,195,0,[]
306,Num221Line16Vers27,0,195,0,[]
307,Num1381Line152Vers5,0,195,0,[]
308,Num1305Line144Vers4,0,195,0,[]
309,Num1327Line146Vers13,0,195,0,[]
310,Num378Line41Vers22,0,195,0,[]
311,Num296Line21Vers1,0,195,0,[]
312,Num138Line14Vers19,0,195,0,[]
313,Num186Line15Vers30,0,195,0,[]
314,Num341Line35Vers1,195,0,0,[]
315,Num217Line16Vers23,0,195,0,[]
316,Num401Line42Vers4,0,195,0,[]
317,Num267Line20Vers18,0,195,0,[]
318,Num164Line15Vers8,0,195,0,[]
319,Num568Line84Vers16,0,195,0,[]
320,Num1367Line151Vers2,0,195,0,[]
321,Num1116Line121Vers4,0,195,0,[]
322,Num418Line43Vers4,0,195,0,[]
323,Num819Line104Vers20,0,195,0,[]
324,Num43Line10Vers4,0,195,0,[]
325,Num1292Line141Vers4,0,195,0,[]
326,Num1298Line142Vers1,1,194,0,[]
327,Num1166Line133Vers1,0,195,0,[]
328,Num666Line87Vers13,0,195,0,[]
329,Num679Line88Vers9,0,195,0,[]
330,Num154Line14Vers35,0,195,0,[]
331,Num303Line22Vers2,0,195,0,[]
332,Num230Line16Vers36,0,195,0,[]
333,Num431Line43Vers17,195,0,0,[]
334,Num1137Line122Vers19,195,0,0,[]
335,Num511Line73Vers1,0,195,0,[]
336,Num150Line14Vers31,0,195,0,[]
337,Num1350Line149Vers9,0,195,0,[]
338,Num449Line60Vers4,4,191,0,[]
339,Num36Line9Vers10,0,195,0,[]
340,Num188Line15Vers32,0,195,0,[]
341,Num722Line93Vers4,0,195,0,[]
342,Num1386Line152Vers10,0,195,0,[]
343,Num1318Line146Vers4,0,195,0,[]
344,Num278Line20Vers29,0,195,0,[]
345,Num352Line38Vers1,0,195,0,[]
346,Num118Line13Vers36,0,195,0,[]
347,Num75Line11Vers29,0,195,0,[]
348,Num298Line21Vers3,0,195,0,[]
349,Num681Line88Vers11,0,195,0,[]
350,Num351Line37Vers9,0,195,0,[]
351,Num1176Line135Vers9,0,195,0,[]
352,Num196Line16Vers2,0,195,0,[]
353,Num1338Line146Vers24,0,195,0,[]
354,Num44Line10Vers5,0,195,0,[]
355,Num459Line61Vers8,0,195,0,[]
356,Num176Line15Vers20,0,195,0,[]
357,Num222Line16Vers28,0,195,0,[]
358,Num107Line13Vers25,0,195,0,[]
359,Num1302Line144Vers1,0,195,0,[]
360,Num424Line43Vers10,0,195,0,[]
361,Num1306Line144Vers5,0,195,0,[]
362,Num103Line13Vers21,0,195,0,[]
363,Num8Line7Vers8,195,0,0,[]
364,Num1289Line141Vers1,0,195,0,[]
365,Num182Line15Vers26,0,195,0,[]
366,Num225Line16Vers31,0,195,0,[]
367,Num353Line38Vers2,0,195,0,[]
368,Num1312Line144Vers11,0,195,0,[]
369,Num166Line15Vers10,0,195,0,[]
370,Num215Line16Vers21,0,195,0,[]
371,Num519Line82Vers2,0,195,0,[]
372,Num218Line16Vers24,0,195,0,[]
373,Num434Line43Vers20,180,15,0,[]
374,Num127Line14Vers8,0,195,0,[]
375,Num1356Line150Vers4,0,195,0,[]
376,Num1303Line144Vers2,0,195,0,[]
377,Num147Line14Vers28,0,195,0,[]
378,Num149Line14Vers30,0,195,0,[]
379,Num1377Line152Vers1,0,195,0,[]
380,Num1307Line144Vers6,0,195,0,[]
381,Num12Line7Vers12,0,195,0,[]
382,Num123Line14Vers4,0,195,0,[]
383,Num302Line22Vers1,0,195,0,[]
384,Num1212Line138Vers10,1,194,0,[]
385,Num155Line14Vers36,0,195,0,[]
386,Num773Line101Vers49,0,195,0,[]
387,Num455Line61Vers4,2,193,0,[]
388,Num191Line15Vers35,0,195,0,[]
389,Num151Line14Vers32,0,195,0,[]
390,Num938Line114Vers43,0,194,0,[]
391,Num339Line34Vers11,0,195,0,[]
392,Num268Line20Vers19,0,195,0,[]
393,Num83Line13Vers1,0,195,0,[]
394,Num233Line17Vers1,0,195,0,[]
395,Num21Line8Vers8,0,195,0,[]
396,Num635Line86Vers17,0,195,0,[]
397,Num137Line14Vers18,0,195,0,[]
398,Num45Line10Vers6,0,195,0,[]
399,Num1331Line146Vers17,0,195,0,[]
400,Num411Line42Vers14,0,195,0,[]
401,Num1300Line143Vers2,0,195,0,[]
402,Num283Line20Vers34,0,195,0,[]
403,Num158Line15Vers2,0,195,0,[]
404,Num61Line11Vers15,0,195,0,[]
405,Num143Line14Vers24,0,195,0,[]
