,file_name,cnt_v,cnt_no_v,otro,status
0,Num84Line13Vers2,0,195,0,[]
1,Num232Line16Vers38,0,195,0,[]
2,Num1230Line139Vers15,0,195,0,[]
3,Num46Line10Vers7,0,195,0,[]
4,Num117Line13Vers35,0,195,0,[]
5,Num161Line15Vers5,0,195,0,[]
6,Num336Line34Vers8,195,0,0,[]
7,Num324Line33Vers3,2,193,0,[]
8,Num192Line15Vers36,0,195,0,[]
9,Num446Line60Vers1,4,191,0,[]
10,Num920Line114Vers25,0,194,0,[]
11,Num1297Line141Vers9,0,195,0,[]
12,Num774Line101Vers50,0,195,0,[]
13,Num113Line13Vers31,0,195,0,[]
14,Num253Line20Vers4,0,195,0,[]
15,Num1343Line149Vers2,0,195,0,[]
16,Num419Line43Vers5,195,0,0,[]
17,Num1219Line139Vers4,1,194,0,[]
18,Num1072Line118Vers4,0,194,0,[]
19,Num1145Line122Vers27,15,180,0,[]
20,Num108Line13Vers26,0,195,0,[]
21,Num1309Line144Vers8,0,195,0,[]
22,Num165Line15Vers9,0,195,0,[]
23,Num105Line13Vers23,0,195,0,[]
24,Num179Line15Vers23,0,195,0,[]
25,Num292Line20Vers43,0,195,0,[]
26,Num678Line88Vers8,0,195,0,[]
27,Num461Line61Vers10,0,194,0,[]
28,Num474Line63Vers10,3,192,0,[]
29,Num1304Line144Vers3,0,195,0,[]
30,Num520Line82Vers3,0,195,0,[]
31,Num810Line104Vers11,0,195,0,[]
32,Num452Line61Vers1,0,195,0,[]
33,Num266Line20Vers17,0,195,0,[]
34,Num1237Line139Vers22,0,195,0,[]
35,Num248Line19Vers8,0,195,0,[]
36,Num407Line42Vers10,0,195,0,[]
37,Num1111Line119Vers1,0,195,0,[]
38,Num39Line9Vers13,0,195,0,[]
39,Num1293Line141Vers5,0,195,0,[]
40,Num826Line104Vers27,0,195,0,[]
41,Num262Line20Vers13,0,195,0,[]
42,Num510Line72Vers12,0,195,0,[]
43,Num216Line16Vers22,0,195,0,[]
44,Num91Line13Vers9,0,195,0,[]
45,Num202Line16Vers8,0,195,0,[]
46,Num524Line82Vers7,0,195,0,[]
47,Num1329Line146Vers15,0,192,3,[]
48,Num569Line84Vers17,0,195,0,[]
49,Num101Line13Vers19,0,195,0,[]
50,Num280Line20Vers31,0,195,0,[]
51,Num139Line14Vers20,0,195,0,[]
52,Num187Line15Vers31,0,195,0,[]
53,Num144Line14Vers25,0,195,0,[]
54,Num1380Line152Vers4,0,195,0,[]
55,Num1333Line146Vers19,0,192,3,[]
56,Num220Line16Vers26,0,195,0,[]
57,Num379Line41Vers23,0,195,0,[]
58,Num284Line20Vers35,0,195,0,[]
59,Num400Line42Vers3,1,194,0,[]
60,Num23Line8Vers10,0,195,0,[]
61,Num140Line14Vers21,0,195,0,[]
62,Num111Line13Vers29,0,195,0,[]
63,Num1340Line147Vers1,1,194,0,[]
64,Num58Line11Vers12,0,195,0,[]
65,Num1251Line140Vers9,1,194,0,[]
66,Num1310Line144Vers9,0,195,0,[]
67,Num78Line11Vers32,0,195,0,[]
68,Num682Line88Vers12,0,195,0,[]
69,Num674Line88Vers4,0,195,0,[]
70,Num1332Line146Vers18,0,195,0,[]
71,Num153Line14Vers34,0,195,0,[]
72,Num1240Line139Vers25,0,195,0,[]
73,Num807Line104Vers8,0,195,0,[]
74,Num1154Line122Vers36,15,180,0,[]
75,Num226Line16Vers32,0,195,0,[]
76,Num276Line20Vers27,0,195,0,[]
77,Num281Line20Vers32,0,195,0,[]
78,Num181Line15Vers25,0,195,0,[]
79,Num1328Line146Vers14,0,195,0,[]
80,Num145Line14Vers26,0,195,0,[]
81,Num427Line43Vers13,195,0,0,[]
82,Num67Line11Vers21,0,195,0,[]
83,Num22Line8Vers9,0,195,0,[]
84,Num285Line20Vers36,0,195,0,[]
85,Num272Line20Vers23,0,195,0,[]
86,Num820Line104Vers21,0,195,0,[]
87,Num141Line14Vers22,0,195,0,[]
88,Num157Line15Vers1,0,195,0,[]
89,Num343Line37Vers1,0,195,0,[]
90,Num1335Line146Vers21,0,195,0,[]
91,Num422Line43Vers8,0,195,0,[]
92,Num1354Line150Vers2,0,195,0,[]
93,Num717Line92Vers7,0,195,0,[]
94,Num798Line103Vers8,0,195,0,[]
95,Num10Line7Vers10,0,195,0,[]
96,Num684Line90Vers1,195,0,0,[]
97,Num1378Line152Vers2,0,195,0,[]
98,Num1342Line149Vers1,0,195,0,[]
99,Num707Line90Vers24,0,195,0,[]
100,Num1299Line143Vers1,0,195,0,[]
101,Num775Line101Vers51,0,195,0,[]
102,Num198Line16Vers4,0,195,0,[]
103,Num1311Line144Vers10,0,195,0,[]
104,Num185Line15Vers29,0,195,0,[]
105,Num146Line14Vers27,0,195,0,[]
106,Num809Line104Vers10,0,195,0,[]
107,Num1313Line144Vers12,0,195,0,[]
108,Num410Line42Vers13,0,195,0,[]
109,Num1233Line139Vers18,0,195,0,[]
110,Num275Line20Vers26,0,195,0,[]
111,Num780Line101Vers56,0,195,0,[]
112,Num439Line51Vers3,195,0,0,[]
113,Num142Line14Vers23,0,195,0,[]
114,Num464Line62Vers1,0,195,0,[]
115,Num414Line42Vers17,0,195,0,[]
116,Num64Line11Vers18,0,195,0,[]
117,Num762Line101Vers38,0,195,0,[]
118,Num286Line20Vers37,0,195,0,[]
119,Num271Line20Vers22,0,195,0,[]
120,Num435Line43Vers21,195,0,0,[]
121,Num1337Line146Vers23,0,195,0,[]
122,Num406Line42Vers9,1,194,0,[]
123,Num264Line20Vers15,0,195,0,[]
124,Num1357Line150Vers5,0,195,0,[]
125,Num194Line15Vers38,0,195,0,[]
126,Num1141Line122Vers23,195,0,0,[]
127,Num1369Line151Vers4,0,195,0,[]
128,Num1229Line139Vers14,0,195,0,[]
129,Num1353Line150Vers1,0,195,0,[]
130,Num219Line16Vers25,0,195,0,[]
131,Num214Line16Vers20,0,195,0,[]
132,Num530Line82Vers13,0,195,0,[]
133,Num528Line82Vers11,0,195,0,[]
134,Num744Line101Vers20,0,195,0,[]
135,Num126Line14Vers7,0,195,0,[]
136,Num294Line20Vers45,0,195,0,[]
137,Num1242Line139Vers27,0,195,0,[]
138,Num463Line61Vers12,0,195,0,[]
139,Num1234Line139Vers19,0,195,0,[]
140,Num476Line63Vers12,0,195,0,[]
141,Num822Line104Vers23,0,195,0,[]
142,Num594Line85Vers16,0,195,0,[]
143,Num1345Line149Vers4,0,195,0,[]
144,Num290Line20Vers41,0,195,0,[]
145,Num1301Line143Vers3,0,195,0,[]
146,Num670Line87Vers17,195,0,0,[]
147,Num751Line101Vers27,0,195,0,[]
148,Num857Line112Vers31,0,195,0,[]
149,Num48Line11Vers2,0,195,0,[]
150,Num269Line20Vers20,0,195,0,[]
151,Num1323Line146Vers9,0,195,0,[]
152,Num25Line8Vers12,0,195,0,[]
153,Num1130Line122Vers12,0,195,0,[]
154,Num251Line20Vers2,0,195,0,[]
155,Num526Line82Vers9,0,195,0,[]
156,Num338Line34Vers10,0,195,0,[]
157,Num367Line41Vers11,0,195,0,[]
158,Num86Line13Vers4,0,195,0,[]
159,Num13Line7Vers13,0,195,0,[]
160,Num408Line42Vers11,0,195,0,[]
161,Num350Line37Vers8,0,195,0,[]
162,Num1200Line137Vers9,1,194,0,[]
163,Num529Line82Vers12,0,195,0,[]
164,Num295Line20Vers46,0,195,0,[]
165,Num1228Line139Vers13,1,194,0,[]
166,Num189Line15Vers33,0,195,0,[]
167,Num462Line61Vers11,0,195,0,[]
168,Num856Line112Vers30,0,195,0,[]
169,Num291Line20Vers42,0,195,0,[]
170,Num808Line104Vers9,0,195,0,[]
171,Num895Line113Vers1,0,195,0,[]
172,Num70Line11Vers24,0,195,0,[]
173,Num824Line104Vers25,0,195,0,[]
174,Num1167Line134Vers1,0,195,0,[]
175,Num1235Line139Vers20,0,195,0,[]
176,Num231Line16Vers37,0,195,0,[]
177,Num340Line34Vers12,0,195,0,[]
178,Num1188Line136Vers10,1,194,0,[]
179,Num430Line43Vers16,180,15,0,[]
180,Num1362Line150Vers10,0,195,0,[]
181,Num428Line43Vers14,0,195,0,[]
182,Num102Line13Vers20,0,195,0,[]
183,Num425Line43Vers11,195,0,0,[]
184,Num224Line16Vers30,0,195,0,[]
185,Num229Line16Vers35,0,195,0,[]
186,Num183Line15Vers27,0,195,0,[]
187,Num274Line20Vers25,0,195,0,[]
188,Num37Line9Vers11,0,195,0,[]
189,Num1246Line140Vers4,1,194,0,[]
190,Num106Line13Vers24,0,195,0,[]
191,Num1139Line122Vers21,195,0,0,[]
192,Num24Line8Vers11,195,0,0,[]
193,Num250Line20Vers1,0,195,0,[]
194,Num223Line16Vers29,0,195,0,[]
195,Num177Line15Vers21,0,195,0,[]
196,Num1374Line151Vers9,0,195,0,[]
197,Num327Line33Vers6,195,0,0,[]
198,Num204Line16Vers10,0,195,0,[]
199,Num270Line20Vers21,0,195,0,[]
200,Num299Line21Vers4,0,195,0,[]
