,mutant_id,HMR1_v,HMR1_nv,HMR1_cr,HMR2_v,HMR2_nv,HMR2_cr,HMR3_v,HMR3_nv,HMR3_cr,mutant_status
374,Num127Line14Vers8,0,115,0,0,115,0,0,115,0,eqv/surv
375,Num1356Line150Vers4,0,115,0,0,115,0,115,0,0,killed
376,Num1303Line144Vers2,0,115,0,0,115,0,0,115,0,eqv/surv
377,Num147Line14Vers28,0,115,0,0,115,0,0,115,0,eqv/surv
378,Num149Line14Vers30,0,115,0,0,115,0,0,115,0,eqv/surv
379,Num1377Line152Vers1,0,115,0,0,115,0,112,3,0,killed
380,Num1307Line144Vers6,0,115,0,0,115,0,0,115,0,eqv/surv
381,Num12Line7Vers12,0,115,0,0,115,0,0,115,0,eqv/surv
382,Num123Line14Vers4,0,115,0,0,115,0,0,115,0,killed
383,Num302Line22Vers1,0,115,0,0,115,0,1,114,0,killed
384,Num1212Line138Vers10,115,0,0,1,114,0,20,0,0,killed
385,Num155Line14Vers36,0,115,0,0,115,0,0,115,0,eqv/surv
386,Num773Line101Vers49,62,53,0,0,115,0,32,82,0,killed
387,Num455Line61Vers4,38,77,0,1,114,0,98,17,0,killed
388,Num191Line15Vers35,0,115,0,0,115,0,0,115,0,eqv/surv
389,Num151Line14Vers32,0,115,0,0,115,0,0,115,0,eqv/surv
390,Num938Line114Vers43,5,110,0,0,115,0,29,86,0,killed
391,Num339Line34Vers11,0,115,0,0,115,0,0,115,0,eqv/surv
392,Num268Line20Vers19,0,115,0,0,115,0,0,115,0,eqv/surv
393,Num83Line13Vers1,0,115,0,0,115,0,0,115,0,eqv/surv
394,Num233Line17Vers1,0,115,0,0,115,0,0,115,0,eqv/surv
395,Num21Line8Vers8,0,115,0,0,115,0,0,115,0,eqv/surv
396,Num635Line86Vers17,114,0,0,0,115,0,33,79,0,killed
397,Num137Line14Vers18,0,115,0,0,115,0,0,115,0,eqv/surv
398,Num45Line10Vers6,0,115,0,0,115,0,2,113,0,killed
399,Num1331Line146Vers17,115,0,0,0,115,0,38,77,0,killed
400,Num411Line42Vers14,84,31,0,0,115,0,92,23,0,killed
401,Num1300Line143Vers2,0,115,0,0,115,0,0,115,0,eqv/surv
402,Num283Line20Vers34,0,115,0,0,115,0,0,115,0,eqv/surv
403,Num158Line15Vers2,0,115,0,0,115,0,0,115,0,eqv/surv
404,Num61Line11Vers15,0,115,0,0,115,0,0,115,0,eqv/surv
405,Num143Line14Vers24,0,115,0,0,115,0,0,115,0,eqv/surv
