,file_name,cnt_no_v,cnt_v,otro,status
0,Num84Line13Vers2,193,2,0,[]
1,Num232Line16Vers38,193,2,0,[]
2,Num1230Line139Vers15,193,2,0,[]
3,Num46Line10Vers7,193,2,0,[]
4,Num117Line13Vers35,193,2,0,[]
5,Num161Line15Vers5,193,2,0,[]
6,Num336Line34Vers8,80,0,115,[]
7,Num324Line33Vers3,5,190,0,[]
8,Num192Line15Vers36,193,2,0,[]
9,Num446Line60Vers1,1,194,0,[]
10,Num920Line114Vers25,176,19,0,[]
11,Num1297Line141Vers9,193,2,0,[]
12,Num774Line101Vers50,11,184,0,[]
13,Num113Line13Vers31,193,2,0,[]
14,Num253Line20Vers4,193,2,0,[]
15,Num1343Line149Vers2,193,2,0,[]
16,Num419Line43Vers5,80,0,115,[]
17,Num1219Line139Vers4,0,80,115,[]
18,Num1072Line118Vers4,0,61,134,[]
19,Num1145Line122Vers27,18,166,11,[]
20,Num108Line13Vers26,193,2,0,[]
21,Num1309Line144Vers8,193,2,0,[]
22,Num165Line15Vers9,193,2,0,[]
23,Num105Line13Vers23,193,2,0,[]
24,Num179Line15Vers23,193,2,0,[]
25,Num292Line20Vers43,193,2,0,[]
26,Num678Line88Vers8,193,2,0,[]
27,Num461Line61Vers10,0,195,0,[]
28,Num474Line63Vers10,25,170,0,[]
29,Num1304Line144Vers3,193,2,0,[]
30,Num520Line82Vers3,2,193,0,[]
31,Num810Line104Vers11,193,2,0,[]
32,Num452Line61Vers1,0,195,0,[]
33,Num266Line20Vers17,193,2,0,[]
34,Num1237Line139Vers22,183,7,5,[]
35,Num248Line19Vers8,193,2,0,[]
36,Num407Line42Vers10,9,186,0,[]
37,Num1111Line119Vers1,193,2,0,[]
38,Num39Line9Vers13,193,2,0,[]
39,Num1293Line141Vers5,193,2,0,[]
40,Num826Line104Vers27,39,156,0,[]
41,Num262Line20Vers13,193,2,0,[]
42,Num510Line72Vers12,7,188,0,[]
43,Num216Line16Vers22,193,2,0,[]
44,Num91Line13Vers9,193,2,0,[]
45,Num202Line16Vers8,193,2,0,[]
46,Num524Line82Vers7,2,193,0,[]
47,Num1329Line146Vers15,1,193,1,[]
48,Num569Line84Vers17,6,188,1,[]
49,Num101Line13Vers19,193,2,0,[]
50,Num280Line20Vers31,193,2,0,[]
51,Num139Line14Vers20,193,2,0,[]
52,Num187Line15Vers31,193,2,0,[]
53,Num144Line14Vers25,193,2,0,[]
54,Num1380Line152Vers4,193,2,0,[]
55,Num1333Line146Vers19,1,193,1,[]
56,Num220Line16Vers26,193,2,0,[]
57,Num379Line41Vers23,193,2,0,[]
58,Num284Line20Vers35,193,2,0,[]
59,Num400Line42Vers3,8,187,0,[]
60,Num23Line8Vers10,193,2,0,[]
61,Num140Line14Vers21,193,2,0,[]
62,Num111Line13Vers29,193,2,0,[]
63,Num1340Line147Vers1,0,153,42,[]
64,Num58Line11Vers12,193,2,0,[]
65,Num1251Line140Vers9,0,80,115,[]
66,Num1310Line144Vers9,193,2,0,[]
67,Num78Line11Vers32,193,2,0,[]
68,Num682Line88Vers12,193,2,0,[]
69,Num674Line88Vers4,193,2,0,[]
70,Num1332Line146Vers18,1,194,0,[]
71,Num153Line14Vers34,193,2,0,[]
72,Num1240Line139Vers25,193,2,0,[]
73,Num807Line104Vers8,39,156,0,[]
74,Num1154Line122Vers36,18,166,11,[]
75,Num226Line16Vers32,193,2,0,[]
76,Num276Line20Vers27,193,2,0,[]
77,Num281Line20Vers32,193,2,0,[]
78,Num181Line15Vers25,193,2,0,[]
79,Num1328Line146Vers14,1,194,0,[]
80,Num145Line14Vers26,193,2,0,[]
81,Num427Line43Vers13,80,0,115,[]
82,Num67Line11Vers21,193,2,0,[]
83,Num22Line8Vers9,193,2,0,[]
84,Num285Line20Vers36,193,2,0,[]
85,Num272Line20Vers23,193,2,0,[]
86,Num820Line104Vers21,39,156,0,[]
87,Num141Line14Vers22,193,2,0,[]
88,Num157Line15Vers1,193,2,0,[]
89,Num343Line37Vers1,193,2,0,[]
