,file_name,cnt_no_v_g,cnt_v_g,otro_g,status_g,cnt_no_v_l,cnt_v_l,otro_l,status_l,cnt_no_v_e,cnt_v_e,otro_e,status_e
0,Num84Line13Vers2,49,146,0,[],45,150,0,[],56,139,0,[]
1,Num232Line16Vers38,49,146,0,[],45,150,0,[],56,139,0,[]
2,Num1230Line139Vers15,49,146,0,[],45,150,0,[],56,139,0,[]
3,Num46Line10Vers7,50,145,0,[],41,154,0,[],56,139,0,[]
4,Num117Line13Vers35,49,146,0,[],45,150,0,[],56,139,0,[]
5,Num161Line15Vers5,49,146,0,[],45,150,0,[],56,139,0,[]
6,Num336Line34Vers8,0,0,0,[],0,0,0,[],0,0,0,[]
7,Num324Line33Vers3,39,156,0,[],48,147,0,[],44,151,0,[]
8,Num192Line15Vers36,49,146,0,[],45,150,0,[],56,139,0,[]
9,Num446Line60Vers1,21,174,0,[],37,158,0,[],75,120,0,[]
10,Num920Line114Vers25,47,148,0,[],31,164,0,[],44,151,0,[]
11,Num1297Line141Vers9,49,146,0,[],45,150,0,[],56,139,0,[]
12,Num774Line101Vers50,49,145,1,[],47,147,1,[],43,151,1,[]
13,Num113Line13Vers31,49,146,0,[],45,150,0,[],56,139,0,[]
14,Num253Line20Vers4,49,146,0,[],45,150,0,[],56,139,0,[]
15,Num1343Line149Vers2,49,146,0,[],45,150,0,[],56,139,0,[]
16,Num419Line43Vers5,0,195,0,[],0,195,0,[],195,0,0,[]
17,Num1219Line139Vers4,0,195,0,[],0,195,0,[],80,115,0,[]
18,Num1072Line118Vers4,54,141,0,[],58,137,0,[],34,161,0,[]
19,Num1145Line122Vers27,61,133,1,[],38,156,1,[],34,160,1,[]
20,Num108Line13Vers26,49,146,0,[],45,150,0,[],56,139,0,[]
21,Num1309Line144Vers8,49,146,0,[],45,150,0,[],56,139,0,[]
22,Num165Line15Vers9,49,146,0,[],45,150,0,[],56,139,0,[]
23,Num105Line13Vers23,49,146,0,[],45,150,0,[],56,139,0,[]
24,Num179Line15Vers23,49,146,0,[],45,150,0,[],56,139,0,[]
25,Num292Line20Vers43,49,146,0,[],45,150,0,[],56,139,0,[]
26,Num678Line88Vers8,49,146,0,[],45,150,0,[],56,139,0,[]
27,Num461Line61Vers10,45,150,0,[],39,156,0,[],40,155,0,[]
28,Num474Line63Vers10,46,149,0,[],38,157,0,[],40,155,0,[]
29,Num1304Line144Vers3,49,146,0,[],45,150,0,[],56,139,0,[]
30,Num520Line82Vers3,60,135,0,[],40,155,0,[],49,146,0,[]
31,Num810Line104Vers11,49,146,0,[],45,150,0,[],56,139,0,[]
32,Num452Line61Vers1,32,163,0,[],40,155,0,[],64,131,0,[]
33,Num266Line20Vers17,49,146,0,[],45,150,0,[],56,139,0,[]
34,Num1237Line139Vers22,49,146,0,[],43,152,0,[],55,140,0,[]
35,Num248Line19Vers8,49,146,0,[],45,150,0,[],56,139,0,[]
36,Num407Line42Vers10,32,163,0,[],41,154,0,[],47,148,0,[]
37,Num1111Line119Vers1,49,146,0,[],45,150,0,[],56,139,0,[]
38,Num39Line9Vers13,49,146,0,[],44,151,0,[],57,138,0,[]
39,Num1293Line141Vers5,49,146,0,[],45,150,0,[],56,139,0,[]
40,Num826Line104Vers27,47,148,0,[],35,160,0,[],44,151,0,[]
41,Num262Line20Vers13,49,146,0,[],45,150,0,[],56,139,0,[]
42,Num510Line72Vers12,50,145,0,[],54,141,0,[],39,156,0,[]
43,Num216Line16Vers22,49,146,0,[],45,150,0,[],56,139,0,[]
44,Num91Line13Vers9,49,146,0,[],45,150,0,[],56,139,0,[]
45,Num202Line16Vers8,49,146,0,[],45,150,0,[],56,139,0,[]
46,Num524Line82Vers7,60,135,0,[],40,155,0,[],49,146,0,[]
47,Num1329Line146Vers15,48,147,0,[],39,155,1,[],46,148,1,[]
48,Num569Line84Vers17,25,169,1,[],22,172,1,[],52,142,1,[]
49,Num101Line13Vers19,49,146,0,[],45,150,0,[],56,139,0,[]
50,Num280Line20Vers31,49,146,0,[],45,150,0,[],56,139,0,[]
51,Num139Line14Vers20,49,146,0,[],45,150,0,[],56,139,0,[]
52,Num187Line15Vers31,49,146,0,[],45,150,0,[],56,139,0,[]
53,Num144Line14Vers25,49,146,0,[],45,150,0,[],56,139,0,[]
54,Num1380Line152Vers4,49,146,0,[],45,150,0,[],56,139,0,[]
55,Num1333Line146Vers19,48,147,0,[],39,155,1,[],46,148,1,[]
56,Num220Line16Vers26,49,146,0,[],45,150,0,[],56,139,0,[]
57,Num379Line41Vers23,49,146,0,[],45,150,0,[],56,139,0,[]
58,Num284Line20Vers35,49,146,0,[],45,150,0,[],56,139,0,[]
59,Num400Line42Vers3,67,128,0,[],37,158,0,[],35,160,0,[]
60,Num23Line8Vers10,49,145,1,[],45,149,1,[],55,139,1,[]
61,Num140Line14Vers21,49,146,0,[],45,150,0,[],56,139,0,[]
62,Num111Line13Vers29,49,146,0,[],45,150,0,[],56,139,0,[]
63,Num1340Line147Vers1,0,195,0,[],0,195,0,[],58,137,0,[]
64,Num58Line11Vers12,49,146,0,[],45,150,0,[],56,139,0,[]
65,Num1251Line140Vers9,0,195,0,[],0,195,0,[],80,115,0,[]
66,Num1310Line144Vers9,49,146,0,[],45,150,0,[],56,139,0,[]
67,Num78Line11Vers32,49,146,0,[],45,150,0,[],56,139,0,[]
68,Num682Line88Vers12,49,146,0,[],45,150,0,[],56,139,0,[]
69,Num674Line88Vers4,49,146,0,[],45,150,0,[],56,139,0,[]
70,Num1332Line146Vers18,43,152,0,[],31,164,0,[],46,149,0,[]
71,Num153Line14Vers34,49,146,0,[],45,150,0,[],56,139,0,[]
72,Num1240Line139Vers25,49,146,0,[],45,150,0,[],56,139,0,[]
73,Num807Line104Vers8,47,148,0,[],35,160,0,[],44,151,0,[]
74,Num1154Line122Vers36,61,133,1,[],38,156,1,[],34,160,1,[]
75,Num226Line16Vers32,49,146,0,[],45,150,0,[],56,139,0,[]
76,Num276Line20Vers27,49,146,0,[],45,150,0,[],56,139,0,[]
77,Num281Line20Vers32,49,146,0,[],45,150,0,[],56,139,0,[]
78,Num181Line15Vers25,49,146,0,[],45,150,0,[],56,139,0,[]
79,Num1328Line146Vers14,43,152,0,[],31,164,0,[],46,149,0,[]
80,Num145Line14Vers26,49,146,0,[],45,150,0,[],56,139,0,[]
81,Num427Line43Vers13,80,108,7,[],0,188,7,[],106,82,7,[]
82,Num67Line11Vers21,49,146,0,[],45,150,0,[],56,139,0,[]
83,Num22Line8Vers9,49,145,1,[],45,149,1,[],55,139,1,[]
84,Num285Line20Vers36,49,146,0,[],45,150,0,[],56,139,0,[]
85,Num272Line20Vers23,49,146,0,[],45,150,0,[],56,139,0,[]
86,Num820Line104Vers21,47,148,0,[],35,160,0,[],44,151,0,[]
87,Num141Line14Vers22,49,146,0,[],45,150,0,[],56,139,0,[]
88,Num157Line15Vers1,49,146,0,[],45,150,0,[],56,139,0,[]
89,Num343Line37Vers1,49,146,0,[],45,150,0,[],56,139,0,[]
90,Num1335Line146Vers21,50,145,0,[],48,147,0,[],89,106,0,[]
91,Num422Line43Vers8,49,146,0,[],45,150,0,[],56,139,0,[]
92,Num1354Line150Vers2,49,146,0,[],45,150,0,[],56,139,0,[]
93,Num717Line92Vers7,49,146,0,[],45,150,0,[],56,139,0,[]
94,Num798Line103Vers8,49,146,0,[],45,150,0,[],56,139,0,[]
95,Num10Line7Vers10,49,146,0,[],45,150,0,[],56,139,0,[]
