,file_name,cnt_no_v_g,cnt_v_g,otro_g,status_g,cnt_no_v_l,cnt_v_l,otro_l,status_l,cnt_no_v_e,cnt_v_e,otro_e,status_e
0,Num84Line13Vers2,53,127,15,[],41,139,15,[],20,160,15,[]
1,Num232Line16Vers38,53,127,15,[],41,139,15,[],20,160,15,[]
2,Num1230Line139Vers15,53,127,15,[],41,139,15,[],20,160,15,[]
3,Num46Line10Vers7,56,124,15,[],42,138,15,[],20,160,15,[]
4,Num117Line13Vers35,53,127,15,[],41,139,15,[],20,160,15,[]
5,Num161Line15Vers5,53,127,15,[],41,139,15,[],20,160,15,[]
6,Num336Line34Vers8,0,180,15,[],0,180,15,[],180,0,15,[]
7,Num324Line33Vers3,53,126,16,[],37,142,16,[],13,166,16,[]
8,Num192Line15Vers36,53,127,15,[],41,139,15,[],20,160,15,[]
9,Num446Line60Vers1,42,138,15,[],37,143,15,[],42,138,15,[]
10,Num920Line114Vers25,53,127,15,[],46,134,15,[],22,158,15,[]
11,Num1297Line141Vers9,53,127,15,[],41,139,15,[],20,160,15,[]
12,Num774Line101Vers50,60,120,15,[],37,143,15,[],14,166,15,[]
13,Num113Line13Vers31,53,127,15,[],41,139,15,[],20,160,15,[]
14,Num253Line20Vers4,53,127,15,[],41,139,15,[],20,160,15,[]
15,Num1343Line149Vers2,53,127,15,[],41,139,15,[],20,160,15,[]
16,Num419Line43Vers5,0,180,15,[],0,180,15,[],180,0,15,[]
17,Num1219Line139Vers4,0,180,15,[],0,180,15,[],35,145,15,[]
18,Num1072Line118Vers4,48,131,16,[],54,125,16,[],11,168,16,[]
19,Num1145Line122Vers27,56,139,0,[],49,146,0,[],31,164,0,[]
20,Num108Line13Vers26,53,127,15,[],41,139,15,[],20,160,15,[]
21,Num1309Line144Vers8,53,127,15,[],41,139,15,[],20,160,15,[]
22,Num165Line15Vers9,53,127,15,[],41,139,15,[],20,160,15,[]
23,Num105Line13Vers23,53,127,15,[],41,139,15,[],20,160,15,[]
24,Num179Line15Vers23,53,127,15,[],41,139,15,[],20,160,15,[]
25,Num292Line20Vers43,53,127,15,[],41,139,15,[],20,160,15,[]
26,Num678Line88Vers8,53,127,15,[],41,139,15,[],20,160,15,[]
27,Num461Line61Vers10,54,126,15,[],48,132,15,[],18,162,15,[]
28,Num474Line63Vers10,50,130,15,[],35,145,15,[],20,160,15,[]
29,Num1304Line144Vers3,53,127,15,[],41,139,15,[],20,160,15,[]
30,Num520Line82Vers3,40,140,15,[],53,127,15,[],21,159,15,[]
31,Num810Line104Vers11,53,127,15,[],41,139,15,[],20,160,15,[]
32,Num452Line61Vers1,58,122,15,[],31,149,15,[],23,157,15,[]
33,Num266Line20Vers17,53,127,15,[],41,139,15,[],20,160,15,[]
34,Num1237Line139Vers22,52,128,15,[],40,140,15,[],20,160,15,[]
35,Num248Line19Vers8,53,142,0,[],56,139,0,[],20,175,0,[]
36,Num407Line42Vers10,31,149,15,[],36,144,15,[],20,160,15,[]
37,Num1111Line119Vers1,53,142,0,[],56,139,0,[],20,175,0,[]
38,Num39Line9Vers13,52,128,15,[],40,140,15,[],24,156,15,[]
39,Num1293Line141Vers5,53,127,15,[],41,139,15,[],20,160,15,[]
40,Num826Line104Vers27,42,138,15,[],49,131,15,[],22,158,15,[]
41,Num262Line20Vers13,53,127,15,[],41,139,15,[],20,160,15,[]
42,Num510Line72Vers12,58,122,15,[],46,134,15,[],26,154,15,[]
43,Num216Line16Vers22,53,127,15,[],41,139,15,[],20,160,15,[]
44,Num91Line13Vers9,53,127,15,[],41,139,15,[],20,160,15,[]
45,Num202Line16Vers8,53,127,15,[],41,139,15,[],20,160,15,[]
46,Num524Line82Vers7,40,140,15,[],53,127,15,[],21,159,15,[]
47,Num1329Line146Vers15,51,128,16,[],40,140,15,[],20,160,15,[]
48,Num569Line84Vers17,46,132,17,[],33,145,17,[],22,156,17,[]
49,Num101Line13Vers19,53,127,15,[],41,139,15,[],20,160,15,[]
50,Num280Line20Vers31,53,127,15,[],41,139,15,[],20,160,15,[]
51,Num139Line14Vers20,53,127,15,[],41,139,15,[],20,160,15,[]
52,Num187Line15Vers31,53,127,15,[],41,139,15,[],20,160,15,[]
53,Num144Line14Vers25,53,127,15,[],41,139,15,[],20,160,15,[]
54,Num1380Line152Vers4,53,127,15,[],41,139,15,[],20,160,15,[]
55,Num1333Line146Vers19,51,128,16,[],40,140,15,[],20,160,15,[]
56,Num220Line16Vers26,53,127,15,[],41,139,15,[],20,160,15,[]
57,Num379Line41Vers23,53,127,15,[],41,139,15,[],20,160,15,[]
58,Num284Line20Vers35,53,127,15,[],41,139,15,[],20,160,15,[]
59,Num400Line42Vers3,47,133,15,[],57,123,15,[],13,167,15,[]
60,Num23Line8Vers10,53,127,15,[],41,139,15,[],20,160,15,[]
61,Num140Line14Vers21,53,127,15,[],41,139,15,[],20,160,15,[]
62,Num111Line13Vers29,53,127,15,[],41,139,15,[],20,160,15,[]
