,mutant_id,HMR1_v,HMR1_nv,HMR1_cr,HMR2_v,HMR2_nv,HMR2_cr,HMR3_v,HMR3_nv,HMR3_cr,mutant_status
140,Num476Line63Vers12,0,80,0,80,0,0,80,0,0,killed
141,Num822Line104Vers23,0,80,0,80,0,0,67,13,0,killed
142,Num594Line85Vers16,80,0,0,80,0,0,71,8,0,killed
143,Num1345Line149Vers4,0,80,0,80,0,0,80,0,0,killed
144,Num290Line20Vers41,0,80,0,80,0,0,80,0,0,killed
145,Num1301Line143Vers3,0,80,0,80,0,0,80,0,0,killed
146,Num670Line87Vers17,80,0,0,0,80,0,4,0,0,killed
147,Num751Line101Vers27,2,78,0,80,0,0,56,23,0,killed
148,Num857Line112Vers31,1,79,0,80,0,0,64,15,0,killed
149,Num48Line11Vers2,0,80,0,80,0,0,80,0,0,killed
150,Num269Line20Vers20,0,80,0,80,0,0,80,0,0,killed
151,Num1323Line146Vers9,80,0,0,80,0,0,72,8,0,killed
152,Num25Line8Vers12,0,80,0,80,0,0,80,0,0,killed
153,Num1130Line122Vers12,0,80,0,80,0,0,80,0,0,killed
154,Num251Line20Vers2,0,80,0,80,0,0,80,0,0,killed
155,Num526Line82Vers9,0,80,0,80,0,0,67,13,0,killed
156,Num338Line34Vers10,1,79,0,80,0,0,78,2,0,killed
157,Num367Line41Vers11,0,80,0,80,0,0,80,0,0,killed
158,Num86Line13Vers4,0,80,0,80,0,0,80,0,0,killed
159,Num13Line7Vers13,0,80,0,80,0,0,80,0,0,killed
160,Num408Line42Vers11,58,22,0,80,0,0,75,5,0,killed
161,Num350Line37Vers8,0,80,0,80,0,0,80,0,0,killed
162,Num1200Line137Vers9,80,0,0,80,0,0,25,0,0,killed
163,Num529Line82Vers12,0,80,0,80,0,0,67,13,0,killed
164,Num295Line20Vers46,0,80,0,80,0,0,80,0,0,killed
165,Num1228Line139Vers13,80,0,0,80,0,0,25,0,0,killed
166,Num189Line15Vers33,0,80,0,80,0,0,80,0,0,killed
167,Num462Line61Vers11,78,2,0,80,0,0,67,13,0,killed
168,Num856Line112Vers30,1,79,0,80,0,0,55,25,0,killed
169,Num291Line20Vers42,0,80,0,80,0,0,80,0,0,killed
170,Num808Line104Vers9,0,79,0,80,0,0,57,23,0,killed
171,Num895Line113Vers1,0,80,0,80,0,0,80,0,0,killed
172,Num70Line11Vers24,0,80,0,80,0,0,80,0,0,killed
173,Num824Line104Vers25,0,80,0,80,0,0,67,13,0,killed
174,Num1167Line134Vers1,0,80,0,80,0,0,80,0,0,killed
175,Num1235Line139Vers20,0,80,0,80,0,0,80,0,0,killed
176,Num231Line16Vers37,0,80,0,80,0,0,80,0,0,killed
177,Num340Line34Vers12,0,80,0,80,0,0,80,0,0,killed
178,Num1188Line136Vers10,80,0,0,80,0,0,25,0,0,killed
179,Num430Line43Vers16,66,14,0,14,66,0,18,0,0,killed
180,Num1362Line150Vers10,0,80,0,80,0,0,80,0,0,killed
181,Num428Line43Vers14,0,80,0,80,0,0,80,0,0,killed
182,Num102Line13Vers20,0,80,0,80,0,0,80,0,0,killed
183,Num425Line43Vers11,80,0,0,0,80,0,4,0,0,killed
184,Num224Line16Vers30,0,80,0,80,0,0,80,0,0,killed
185,Num229Line16Vers35,0,80,0,80,0,0,80,0,0,killed
186,Num183Line15Vers27,0,80,0,80,0,0,80,0,0,killed
187,Num274Line20Vers25,0,80,0,80,0,0,80,0,0,killed
188,Num37Line9Vers11,0,80,0,80,0,0,79,1,0,killed
189,Num1246Line140Vers4,80,0,0,80,0,0,25,0,0,killed
190,Num106Line13Vers24,0,80,0,80,0,0,80,0,0,killed
191,Num1139Line122Vers21,80,0,0,0,80,0,4,0,0,killed
192,Num24Line8Vers11,80,0,0,0,80,0,4,0,0,killed
193,Num250Line20Vers1,0,80,0,80,0,0,80,0,0,killed
194,Num223Line16Vers29,0,80,0,80,0,0,80,0,0,killed
195,Num177Line15Vers21,0,80,0,80,0,0,80,0,0,killed
196,Num1374Line151Vers9,0,80,0,80,0,0,79,1,0,killed
197,Num327Line33Vers6,80,0,0,0,80,0,4,0,0,killed
198,Num204Line16Vers10,0,80,0,80,0,0,80,0,0,killed
199,Num270Line20Vers21,0,80,0,80,0,0,80,0,0,killed
200,Num299Line21Vers4,0,80,0,80,0,0,80,0,0,killed
201,Num1336Line146Vers22,80,0,0,80,0,0,70,10,0,killed
202,Num763Line101Vers39,32,48,0,80,0,0,40,39,0,killed
203,Num289Line20Vers40,0,80,0,80,0,0,80,0,0,killed
204,Num1232Line139Vers17,0,80,0,80,0,0,80,0,0,killed
205,Num669Line87Vers16,0,78,0,72,0,0,26,0,0,killed
206,Num1341Line148Vers1,80,0,0,67,13,0,69,11,0,killed
207,Num265Line20Vers16,0,80,0,80,0,0,80,0,0,killed
208,Num718Line92Vers8,0,80,0,80,0,0,80,0,0,killed
209,Num823Line104Vers24,0,80,0,80,0,0,67,13,0,killed
210,Num114Line13Vers32,0,80,0,80,0,0,80,0,0,killed
211,Num680Line88Vers10,0,80,0,80,0,0,80,0,0,killed
212,Num119Line13Vers37,0,80,0,80,0,0,80,0,0,killed
213,Num781Line101Vers57,60,19,0,80,0,0,42,38,0,killed
214,Num706Line90Vers23,80,0,0,80,0,0,42,38,0,killed
215,Num277Line20Vers28,0,80,0,80,0,0,80,0,0,killed
216,Num1080Line118Vers12,70,9,0,80,0,0,64,7,0,killed
217,Num1142Line122Vers24,0,80,0,80,0,0,77,3,0,killed
218,Num818Line104Vers19,0,79,0,80,0,0,57,23,0,killed
219,Num279Line20Vers30,0,80,0,80,0,0,80,0,0,killed
220,Num180Line15Vers24,0,80,0,80,0,0,80,0,0,killed
221,Num227Line16Vers33,0,80,0,80,0,0,80,0,0,killed
222,Num503Line72Vers5,6,74,0,77,3,0,66,14,0,killed
223,Num423Line43Vers9,0,80,0,80,0,0,80,0,0,killed
224,Num426Line43Vers12,0,80,0,80,0,0,80,0,0,killed
225,Num752Line101Vers28,1,79,0,80,0,0,65,15,0,killed
226,Num1314Line145Vers1,80,0,0,0,80,0,65,15,0,killed
227,Num89Line13Vers7,0,80,0,80,0,0,80,0,0,killed
228,Num1129Line122Vers11,0,80,0,80,0,0,80,0,0,killed
229,Num1241Line139Vers26,80,0,0,80,0,0,25,0,0,killed
230,Num199Line16Vers5,0,80,0,80,0,0,80,0,0,killed
231,Num784Line101Vers60,57,22,0,80,0,0,57,21,0,killed
232,Num11Line7Vers11,0,80,0,80,0,0,80,0,0,killed
233,Num830Line112Vers4,3,77,0,80,0,0,49,29,0,killed
234,Num1366Line151Vers1,0,80,0,80,0,0,74,6,0,killed
235,Num1326Line146Vers12,80,0,0,80,0,0,71,9,0,killed
236,Num354Line38Vers3,0,80,0,80,0,0,80,0,0,killed
237,Num9Line7Vers9,80,0,0,0,80,0,4,0,0,killed
238,Num110Line13Vers28,0,80,0,80,0,0,80,0,0,killed
239,Num355Line39Vers1,0,80,0,80,0,0,80,0,0,killed
240,Num671Line88Vers1,0,80,0,80,0,0,80,0,0,killed
241,Num368Line41Vers12,0,80,0,80,0,0,80,0,0,killed
242,Num241Line19Vers1,0,80,0,80,0,0,80,0,0,killed
243,Num1390Line153Vers1,0,80,0,80,0,0,80,0,0,killed
244,Num184Line15Vers28,0,80,0,80,0,0,80,0,0,killed
245,Num412Line42Vers15,58,22,0,80,0,0,75,5,0,killed
246,Num273Line20Vers24,0,80,0,80,0,0,80,0,0,killed
247,Num758Line101Vers34,51,27,0,80,0,0,39,38,0,killed
248,Num675Line88Vers5,0,80,0,80,0,0,80,0,0,killed
249,Num1112Line120Vers1,0,80,0,80,0,0,80,0,0,killed
250,Num1225Line139Vers10,80,0,0,80,0,0,25,0,0,killed
251,Num1238Line139Vers23,80,0,0,80,0,0,25,0,0,killed
252,Num297Line21Vers2,0,80,0,80,0,0,80,0,0,killed
253,Num761Line101Vers37,45,35,0,80,0,0,44,36,0,killed
254,Num799Line103Vers9,0,80,0,80,0,0,80,0,0,killed
255,Num156Line14Vers37,0,80,0,80,0,0,80,0,0,killed
256,Num120Line14Vers1,0,80,0,80,0,0,80,0,0,killed
257,Num739Line101Vers15,56,24,0,80,0,0,45,35,0,killed
258,Num783Line101Vers59,54,26,0,80,0,0,49,31,0,killed
259,Num532Line82Vers15,0,80,0,80,0,0,67,13,0,killed
260,Num399Line42Vers2,58,22,0,80,0,0,75,5,0,killed
261,Num38Line9Vers12,0,80,0,80,0,0,78,2,0,killed
262,Num26Line8Vers13,0,80,0,80,0,0,80,0,0,killed
263,Num738Line101Vers14,42,38,0,80,0,0,51,29,0,killed
264,Num288Line20Vers39,0,80,0,80,0,0,80,0,0,killed
265,Num356Line40Vers1,0,80,0,80,0,0,80,0,0,killed
266,Num525Line82Vers8,0,80,0,80,0,0,67,13,0,killed
267,Num252Line20Vers3,0,80,0,80,0,0,80,0,0,killed
268,Num515Line74Vers4,80,0,0,0,80,0,4,0,0,killed
269,Num249Line19Vers9,0,80,0,80,0,0,80,0,0,killed
270,Num475Line63Vers11,0,80,0,80,0,0,80,0,0,killed
271,Num1231Line139Vers16,0,80,0,80,0,0,80,0,0,killed
272,Num1308Line144Vers7,0,80,0,80,0,0,80,0,0,killed
273,Num203Line16Vers9,0,80,0,80,0,0,80,0,0,killed
274,Num658Line87Vers5,0,78,0,72,0,0,26,0,0,killed
275,Num178Line15Vers22,0,80,0,80,0,0,80,0,0,killed
276,Num104Line13Vers22,0,80,0,80,0,0,80,0,0,killed
277,Num790Line102Vers1,0,80,0,80,0,0,80,0,0,killed
278,Num90Line13Vers8,0,80,0,80,0,0,80,0,0,killed
279,Num148Line14Vers29,0,80,0,80,0,0,80,0,0,killed
280,Num760Line101Vers36,42,37,0,80,0,0,50,30,0,killed
281,Num109Line13Vers27,0,80,0,80,0,0,80,0,0,killed
282,Num509Line72Vers11,76,3,0,80,0,0,75,5,0,killed
283,Num193Line15Vers37,0,80,0,80,0,0,80,0,0,killed
284,Num112Line13Vers30,0,80,0,80,0,0,80,0,0,killed
285,Num304Line22Vers3,0,80,0,80,0,0,80,0,0,killed
286,Num342Line36Vers1,80,0,0,0,80,0,4,0,0,killed
287,Num1296Line141Vers8,0,80,0,80,0,0,80,0,0,killed
288,Num213Line16Vers19,0,80,0,80,0,0,80,0,0,killed
289,Num609Line85Vers31,0,80,0,80,0,0,80,0,0,killed
290,Num263Line20Vers14,0,80,0,80,0,0,80,0,0,killed
291,Num116Line13Vers34,0,80,0,80,0,0,80,0,0,killed
292,Num128Line14Vers9,0,80,0,80,0,0,80,0,0,killed
293,Num811Line104Vers12,0,80,0,80,0,0,80,0,0,killed
294,Num405Line42Vers8,0,80,0,79,0,0,55,11,0,killed
295,Num175Line15Vers19,0,80,0,80,0,0,80,0,0,killed
296,Num398Line42Vers1,0,80,0,80,0,0,80,0,0,killed
297,Num160Line15Vers4,0,80,0,80,0,0,80,0,0,killed
298,Num337Line34Vers9,80,0,0,0,80,0,4,0,0,killed
299,Num1239Line139Vers24,80,0,0,80,0,0,25,0,0,killed
300,Num1236Line139Vers21,0,80,0,80,0,0,80,0,0,killed
301,Num121Line14Vers2,0,80,0,80,0,0,80,0,0,killed
302,Num195Line16Vers1,0,80,0,80,0,0,80,0,0,killed
303,Num53Line11Vers7,0,80,0,80,0,0,80,0,0,killed
304,Num293Line20Vers44,0,80,0,80,0,0,80,0,0,killed
305,Num100Line13Vers18,0,80,0,80,0,0,80,0,0,killed
306,Num221Line16Vers27,0,80,0,80,0,0,80,0,0,killed
307,Num1381Line152Vers5,0,80,0,80,0,0,80,0,0,killed
308,Num1305Line144Vers4,0,80,0,80,0,0,80,0,0,killed
309,Num1327Line146Vers13,80,0,0,80,0,0,56,24,0,killed
310,Num378Line41Vers22,0,80,0,80,0,0,80,0,0,killed
311,Num296Line21Vers1,0,80,0,80,0,0,80,0,0,killed
312,Num138Line14Vers19,0,80,0,80,0,0,80,0,0,killed
313,Num186Line15Vers30,0,80,0,80,0,0,80,0,0,killed
314,Num341Line35Vers1,80,0,0,0,80,0,4,0,0,killed
315,Num217Line16Vers23,0,80,0,80,0,0,80,0,0,killed
316,Num401Line42Vers4,0,80,0,80,0,0,80,0,0,killed
317,Num267Line20Vers18,0,80,0,80,0,0,80,0,0,killed
318,Num164Line15Vers8,0,80,0,80,0,0,80,0,0,killed
319,Num568Line84Vers16,79,0,0,80,0,0,64,12,0,killed
320,Num1367Line151Vers2,0,80,0,80,0,0,74,6,0,killed
321,Num1116Line121Vers4,0,80,0,80,0,0,80,0,0,killed
322,Num418Line43Vers4,0,80,0,80,0,0,80,0,0,killed
323,Num819Line104Vers20,0,80,0,80,0,0,67,13,0,killed
324,Num43Line10Vers4,0,80,0,80,0,0,80,0,0,killed
325,Num1292Line141Vers4,0,80,0,80,0,0,80,0,0,killed
326,Num1298Line142Vers1,80,0,0,80,0,0,25,0,0,killed
327,Num1166Line133Vers1,0,80,0,80,0,0,80,0,0,killed
328,Num666Line87Vers13,0,80,0,80,0,0,80,0,0,killed
329,Num679Line88Vers9,0,80,0,80,0,0,80,0,0,killed
330,Num154Line14Vers35,0,80,0,80,0,0,80,0,0,killed
331,Num303Line22Vers2,0,80,0,80,0,0,80,0,0,killed
332,Num230Line16Vers36,0,80,0,80,0,0,80,0,0,killed
333,Num431Line43Vers17,80,0,0,0,80,0,4,0,0,killed
334,Num1137Line122Vers19,80,0,0,0,80,0,4,0,0,killed
335,Num511Line73Vers1,0,80,0,80,0,0,80,0,0,killed
336,Num150Line14Vers31,0,80,0,80,0,0,80,0,0,killed
337,Num1350Line149Vers9,0,80,0,80,0,0,80,0,0,killed
338,Num449Line60Vers4,48,32,0,78,2,0,67,13,0,killed
339,Num36Line9Vers10,0,80,0,80,0,0,78,2,0,killed
340,Num188Line15Vers32,0,80,0,80,0,0,80,0,0,killed
341,Num722Line93Vers4,2,78,0,80,0,0,71,8,0,killed
342,Num1386Line152Vers10,0,80,0,80,0,0,80,0,0,killed
343,Num1318Line146Vers4,80,0,0,80,0,0,51,29,0,killed
344,Num278Line20Vers29,0,80,0,80,0,0,80,0,0,killed
345,Num352Line38Vers1,0,80,0,80,0,0,80,0,0,killed
346,Num118Line13Vers36,0,80,0,80,0,0,80,0,0,killed
347,Num75Line11Vers29,0,80,0,80,0,0,80,0,0,killed
348,Num298Line21Vers3,0,80,0,80,0,0,80,0,0,killed
349,Num681Line88Vers11,0,80,0,80,0,0,80,0,0,killed
350,Num351Line37Vers9,0,80,0,80,0,0,80,0,0,killed
351,Num1176Line135Vers9,80,0,0,80,0,0,3,0,0,killed
352,Num196Line16Vers2,0,80,0,80,0,0,80,0,0,killed
353,Num1338Line146Vers24,80,0,0,80,0,0,62,18,0,killed
354,Num44Line10Vers5,0,80,0,80,0,0,79,1,0,killed
355,Num459Line61Vers8,49,31,0,80,0,0,75,5,0,killed
356,Num176Line15Vers20,0,80,0,80,0,0,80,0,0,killed
357,Num222Line16Vers28,0,80,0,80,0,0,80,0,0,killed
358,Num107Line13Vers25,0,80,0,80,0,0,80,0,0,killed
359,Num1302Line144Vers1,0,80,0,80,0,0,80,0,0,killed
360,Num424Line43Vers10,0,80,0,80,0,0,80,0,0,killed
361,Num1306Line144Vers5,0,80,0,80,0,0,80,0,0,killed
362,Num103Line13Vers21,0,80,0,80,0,0,80,0,0,killed
363,Num8Line7Vers8,80,0,0,0,80,0,4,0,0,killed
364,Num1289Line141Vers1,0,80,0,80,0,0,80,0,0,killed
365,Num182Line15Vers26,0,80,0,80,0,0,80,0,0,killed
366,Num225Line16Vers31,0,80,0,80,0,0,80,0,0,killed
367,Num353Line38Vers2,0,80,0,80,0,0,80,0,0,killed
368,Num1312Line144Vers11,0,80,0,80,0,0,80,0,0,killed
369,Num166Line15Vers10,0,80,0,80,0,0,80,0,0,killed
370,Num215Line16Vers21,0,80,0,80,0,0,80,0,0,killed
371,Num519Line82Vers2,0,80,0,80,0,0,67,13,0,killed
372,Num218Line16Vers24,0,80,0,80,0,0,80,0,0,killed
373,Num434Line43Vers20,66,14,0,14,66,0,18,0,0,killed
374,Num127Line14Vers8,0,80,0,80,0,0,80,0,0,killed
375,Num1356Line150Vers4,0,80,0,80,0,0,79,1,0,killed
376,Num1303Line144Vers2,0,80,0,80,0,0,80,0,0,killed
377,Num147Line14Vers28,0,80,0,80,0,0,80,0,0,killed
378,Num149Line14Vers30,0,80,0,80,0,0,80,0,0,killed
379,Num1377Line152Vers1,0,80,0,80,0,0,80,0,0,killed
380,Num1307Line144Vers6,0,80,0,80,0,0,80,0,0,killed
381,Num12Line7Vers12,0,80,0,80,0,0,80,0,0,killed
382,Num123Line14Vers4,0,80,0,80,0,0,80,0,0,killed
383,Num302Line22Vers1,0,80,0,80,0,0,77,3,0,killed
384,Num1212Line138Vers10,80,0,0,80,0,0,25,0,0,killed
385,Num155Line14Vers36,0,80,0,80,0,0,80,0,0,killed
386,Num773Line101Vers49,42,37,0,80,0,0,50,30,0,killed
387,Num455Line61Vers4,27,53,0,79,1,0,63,16,0,killed
388,Num191Line15Vers35,0,80,0,80,0,0,80,0,0,killed
389,Num151Line14Vers32,0,80,0,80,0,0,80,0,0,killed
390,Num938Line114Vers43,1,79,0,79,0,0,58,22,0,killed
391,Num339Line34Vers11,0,80,0,80,0,0,80,0,0,killed
392,Num268Line20Vers19,0,80,0,80,0,0,80,0,0,killed
393,Num83Line13Vers1,0,80,0,80,0,0,80,0,0,killed
394,Num233Line17Vers1,0,80,0,80,0,0,80,0,0,killed
395,Num21Line8Vers8,0,80,0,80,0,0,80,0,0,killed
396,Num635Line86Vers17,79,0,0,80,0,0,64,12,0,killed
397,Num137Line14Vers18,0,80,0,80,0,0,80,0,0,killed
398,Num45Line10Vers6,1,79,0,80,0,0,76,4,0,killed
399,Num1331Line146Vers17,80,0,0,80,0,0,56,24,0,killed
400,Num411Line42Vers14,58,22,0,80,0,0,75,5,0,killed
401,Num1300Line143Vers2,0,80,0,80,0,0,80,0,0,killed
402,Num283Line20Vers34,0,80,0,80,0,0,80,0,0,killed
403,Num158Line15Vers2,0,80,0,80,0,0,80,0,0,killed
