,mutantID,testID,is_output_x_equal,is_output_y_equal,is_int_x_equal,is_int_y_equal
0,Num142Line14Vers23,VRfNx3Krud5jD43PHgxJdc,True,True,True,True
1,Num142Line14Vers23,SVumrKz2o5MrZ4LmouTKTt,True,True,True,True
2,Num142Line14Vers23,x9GsMzyJggmJVBFwtDdWgGy,True,True,True,True
3,Num142Line14Vers23,HGG3ZoLQDvNSCo68FfqnyR,True,True,True,True
4,Num142Line14Vers23,HrsMvznCqa4BcUSMQxhswN,True,True,True,True
5,Num142Line14Vers23,iZ6RWNFtznDcnW86BLoVzz,True,True,True,True
6,Num142Line14Vers23,JSoCQLK4JncUyGkTJmBf8U,True,True,True,True
7,Num142Line14Vers23,x8q6CUrM8evZ5i2MZSmuTyF,True,True,True,True
8,Num142Line14Vers23,grCYYqDppVgYjxEzo9gi8b,True,True,True,True
9,Num142Line14Vers23,GXKoJAoFCeMDN9hNHHZJbw,True,True,True,True
10,Num142Line14Vers23,DmDYBcDbmmYZFZEFtSzUHf,True,True,True,True
11,Num142Line14Vers23,a7JrStTEFDWRVJDJEE8iSi,True,True,True,True
12,Num142Line14Vers23,EGeSryitfwa2bo5qB9Z94f,True,True,True,True
13,Num142Line14Vers23,x7ametREFiSraNdMc3Su6Sd,True,True,True,True
14,Num142Line14Vers23,fumRDcrFqivMfX8wvHsy2i,True,True,True,True
15,Num142Line14Vers23,gVMc9vqN7G2m9EYvFDZKVT,True,True,True,True
16,Num142Line14Vers23,mpt5sxNXi3ZtuMbWEwTepW,True,True,True,True
17,Num142Line14Vers23,aHnRKeJd2osztTy9fkh9Am,True,True,True,True
18,Num142Line14Vers23,TNA7oJx2UdQErSeLKuK7fE,True,True,True,True
19,Num142Line14Vers23,fPjqNeKg8Y9FytR4jHQMi9,True,True,True,True
20,Num142Line14Vers23,jLntuYZDrWcLvC4MJ5v23b,True,True,True,True
21,Num142Line14Vers23,kcqGZAaauZU3gHx6LpaaJv,True,True,True,True
22,Num142Line14Vers23,SctED2kh5TbqELR9zaVCwj,True,True,True,True
23,Num142Line14Vers23,x8KYKfn8tieHKjYkFTJe23w,True,True,True,True
24,Num142Line14Vers23,x4qUhjzqKzvKTysxmYtdtvG,True,True,True,True
25,Num142Line14Vers23,mPj6cLgddNdt8f7zyHo6mA,True,True,True,True
26,Num142Line14Vers23,o9mEQL5eKtK5c8fdjA5e5P,True,True,True,True
27,Num142Line14Vers23,x8DL2scNsMvJaGeqBxMWU9n,True,True,True,True
28,Num142Line14Vers23,CFPucPcFjWGdGqdpUGTDM9,True,True,True,True
29,Num142Line14Vers23,JFyUSoESZtgRLyCpBGPPEZ,True,True,True,True
30,Num142Line14Vers23,x748vyTMHhyrecXxanBWjAq,True,True,True,True
31,Num142Line14Vers23,ZHUo9LALvgNyx8hGQ6xTkg,True,True,True,True
32,Num142Line14Vers23,x9Gt4m3ixi6Z2iPgr4S9mZQ,True,True,True,True
33,Num142Line14Vers23,a7TVyGyHzB6cy9Ugiw9ubw,True,True,True,True
34,Num142Line14Vers23,HNUGfo5en84QZsSUfRVEUh,True,True,True,True
35,Num142Line14Vers23,k7oZ58dZ4Xdi3zSZxVafyV,True,True,True,True
36,Num142Line14Vers23,x6q86zD4g8aZbVVqZcdmEDZ,True,True,True,True
37,Num142Line14Vers23,x9saWi9wChZ6xzpRWjjw8kP,True,True,True,True
38,Num142Line14Vers23,fehxPttF25H2GhXo44NGgu,True,True,True,True
39,Num142Line14Vers23,bEWNkMUyS9U6X2PDhjFM3d,True,True,True,True
40,Num142Line14Vers23,x5gMSVk4vgNeWihtwsCaD5R,True,True,True,True
41,Num142Line14Vers23,bkmk3hfxU8HRJjkgHEPkRL,True,True,True,True
42,Num142Line14Vers23,aHPQQ8RHzbYvv4N5SbmyS9,True,True,True,True
43,Num142Line14Vers23,aySNvZ66jzH2QwCwQ6iULY,True,True,True,True
44,Num142Line14Vers23,XqwEAJRUts6BNai8oWkA2t,True,True,True,True
45,Num142Line14Vers23,THBABTChki8CYZZkjFwWFn,True,True,True,True
46,Num142Line14Vers23,x2FZryZG7v5LxgJAaDnaozV,True,True,True,True
47,Num142Line14Vers23,x7tRzbZu3xFHe2SZ7DqKzrP,True,True,True,True
48,Num142Line14Vers23,F2GwHjD4J2wDoEq8ixXY25,True,True,True,True
49,Num142Line14Vers23,MHyUvHTtW6PjkYd5aZEHaj,True,True,True,True
50,Num142Line14Vers23,JsP7Bx2LLJFBDy544emtmp,True,True,True,True
51,Num142Line14Vers23,GnjwJnAQFuDeKzNeLJDnf6,True,True,True,True
52,Num142Line14Vers23,BXjdVB53kVCLDT8jmdLXDL,True,True,True,True
53,Num142Line14Vers23,x5iXieBpEqDCpMpBY6TThrM,True,True,True,True
54,Num142Line14Vers23,KCquU8wqagoA5BKiRayYUR,True,True,True,True
55,Num142Line14Vers23,MKpZPvonb2ueXFA55aRuYu,True,True,True,True
56,Num142Line14Vers23,cajucmziWvqioudNXC7mQm,True,True,True,True
57,Num142Line14Vers23,Rw4TPxbauHxuA8jpbDKy5A,True,True,True,True
58,Num142Line14Vers23,XCi6uNXM2CEn4CfSNV2232,True,True,True,True
59,Num142Line14Vers23,PZZxL8R8pPy2DbGeMZbzD7,True,True,True,True
60,Num142Line14Vers23,UNn9jRcMf6B9Z4XUDkCMUi,True,True,True,True
61,Num142Line14Vers23,x6tYYRZqsfRxDwDz6bKz2wb,True,True,True,True
62,Num142Line14Vers23,WvsgREEGeYQh6x9DBymQG6,True,True,True,True
63,Num142Line14Vers23,gfSswo4n2UABSVvXpkVA9S,True,True,True,True
64,Num142Line14Vers23,YDbTjZztQbpvmRBhjscD9Y,True,True,True,True
65,Num142Line14Vers23,RnFepgupsK5zKDQ8SM9P32,True,True,True,True
66,Num142Line14Vers23,x3WtpMdfxyBZxeuT8kceJVU,True,True,True,True
67,Num142Line14Vers23,f9i7ruDvy342YGdtrsrZ9G,True,True,True,True
68,Num142Line14Vers23,Gv6C9ys7JhZ7RoL5oMuCoF,True,True,True,True
69,Num142Line14Vers23,iyoNkiqBc5GqR5epghv3im,True,True,True,True
70,Num142Line14Vers23,ZJBaY2ZaQBAGKxpGKBr4By,True,True,True,True
71,Num142Line14Vers23,Kd6gZTQoghnYBiEeJgRooZ,True,True,True,True
