,name_id,folder_path,mutant_num,mutated_line,mutant_vers,mutant_code_from_mutated_line,did_it_crash,num_not_crashes,last_data_modification_date,last_data_modification_time,last_status_change_date,last_status_change_time,last_access_date,last_access_time,last_inode_date,last_inode_time,duration
10,Num52Line11Vers6,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num52Line11Vers6,52,11,6,"persistent ErrR a1.1Mat b1Mat a2Mat b2Mat idMat MatA xhatact xdatsortLoc ydatsortLoc sortindexLoc Rind R1 R2 % constant replaced: 1 -> 1.1
",True,0,2024-02-17,2024-02-19 14:38:34,2024-02-14,2024-02-19 22:10:55,2024-02-14,2024-02-19 22:10:55,2024-02-14,2024-02-19 20:44:09,0 days 07:32:21
11,Num1187Line136Vers9,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1187Line136Vers9,1187,136,9,"rA2Temp = a-2Mat(Rind); % constant replaced: 2 -> -2
",True,0,2024-02-17,2024-02-19 14:38:20,2024-02-14,2024-02-19 22:11:10,2024-02-14,2024-02-19 22:11:10,2024-02-14,2024-02-19 20:44:23,0 days 07:32:50
12,Num1047Line117Vers21,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1047Line117Vers21,1047,117,21,"        b2Mat((ii-2)*ivar * jj) = xhatact(3); % operator replaced: '+' -> '*'
",True,0,2024-02-17,2024-02-19 14:38:18,2024-02-14,2024-02-19 22:11:24,2024-02-14,2024-02-19 22:11:24,2024-02-14,2024-02-19 20:44:37,0 days 07:33:06
13,Num232Line16Vers38,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num232Line16Vers38,232,16,38,"    b2Mat = zeros(1,(iMaxArrayLengthAlloc .^ uint32(3))*ivar,'single'); % operator replaced: '-' -> '.^'
",False,195,2024-02-17,2024-02-19 14:38:27,2024-02-14,2024-02-19 22:14:51,2024-02-14,2024-02-19 22:14:51,2024-02-14,2024-02-19 20:44:50,0 days 07:36:24
14,Num1230Line139Vers15,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1230Line139Vers15,1230,139,15,"if single(abs(rB2Temp * rB1Temp)) >= cCtrlEps % operator replaced: '-' -> '*'
",False,195,2024-02-17,2024-02-19 14:38:21,2024-02-14,2024-02-19 22:19:03,2024-02-14,2024-02-19 22:19:03,2024-02-14,2024-02-19 20:45:04,0 days 07:40:42
15,Num1193Line137Vers2,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1193Line137Vers2,1193,137,2,"rB0Temp = b1Mat(Rind); % constant replaced: 1 -> 0
",True,0,2024-02-17,2024-02-19 14:38:20,2024-02-14,2024-02-19 22:19:25,2024-02-14,2024-02-19 22:19:25,2024-02-14,2024-02-19 20:45:17,0 days 07:41:05
16,Num46Line10Vers7,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num46Line10Vers7,46,10,7,"wval = single(11000.0); % constant replaced: 10000 -> 11000.0
",False,195,2024-02-17,2024-02-19 14:38:32,2024-02-14,2024-02-19 22:23:28,2024-02-14,2024-02-19 22:23:28,2024-02-14,2024-02-19 20:45:31,0 days 07:44:56
17,Num117Line13Vers35,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num117Line13Vers35,117,13,35,"    a1Mat = zeros(1,(iMaxArrayLengthAlloc ./ uint32(3))*ivar,'single'); % operator replaced: '-' -> './'
",False,195,2024-02-17,2024-02-19 14:38:20,2024-02-14,2024-02-19 22:26:44,2024-02-14,2024-02-19 22:26:44,2024-02-14,2024-02-19 20:45:45,0 days 07:48:24
18,Num320Line25Vers11,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num320Line25Vers11,320,25,11,"for ii = 1:uint28.8(iMaxArrayLengthAlloc) % constant replaced: 32 -> 28.8
",True,0,2024-02-17,2024-02-19 14:38:29,2024-02-14,2024-02-19 22:27:00,2024-02-14,2024-02-19 22:27:00,2024-02-14,2024-02-19 20:45:58,0 days 07:48:31
19,Num606Line85Vers28,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num606Line85Vers28,606,85,28,"        MatA(iNumOfCalcTemp + 1,3) = double(-1+xinttemp(jj)); % operator replaced: '*' -> '+'
",False,182,2024-02-17,2024-02-19 14:38:35,2024-02-14,2024-02-19 22:30:45,2024-02-14,2024-02-19 22:30:45,2024-02-14,2024-02-19 20:46:12,0 days 07:52:10
20,Num688Line90Vers5,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num688Line90Vers5,688,90,5,"            xhatact = single((transpose(MatA)\double(idMat)*MatA)\(transpose(MatA)*double(idMat)*transpose(double(ydatsortLoc)))); % operator replaced: '*' -> '\'
",True,0,2024-02-17,2024-02-19 14:38:37,2024-02-14,2024-02-19 22:31:02,2024-02-14,2024-02-19 22:31:02,2024-02-14,2024-02-19 20:46:25,0 days 07:52:25
21,Num663Line87Vers10,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num663Line87Vers10,663,87,10,"        if single(det(transpose(MatA)*double(idMat)/MatA)) <= cCtrlEps % operator replaced: '*' -> '/'
",True,0,2024-02-17,2024-02-19 14:38:36,2024-02-14,2024-02-19 22:31:17,2024-02-14,2024-02-19 22:31:17,2024-02-14,2024-02-19 20:46:39,0 days 07:52:41
22,Num161Line15Vers5,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num161Line15Vers5,161,15,5,"    a3Mat = zeros(1,(iMaxArrayLengthAlloc - uint32(3))*ivar,'single'); % constant replaced: 2 -> 3
",False,195,2024-02-17,2024-02-19 14:38:25,2024-02-14,2024-02-19 22:34:47,2024-02-14,2024-02-19 22:34:47,2024-02-14,2024-02-19 20:46:53,0 days 07:56:22
23,Num336Line34Vers8,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num336Line34Vers8,336,34,8,"        idMat(ii,ii) = uint32(0); % constant replaced: 1 -> 0
",False,195,2024-02-17,2024-02-19 14:38:29,2024-02-14,2024-02-19 22:49:18,2024-02-14,2024-02-19 22:49:18,2024-02-14,2024-02-19 20:47:07,0 days 08:10:49
24,Num324Line33Vers3,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num324Line33Vers3,324,33,3,"    if ii < iNumOfCalcTemp % operator replaced: '<=' -> '<'
",False,195,2024-02-17,2024-02-19 14:38:29,2024-02-14,2024-02-19 22:52:54,2024-02-14,2024-02-19 22:52:54,2024-02-14,2024-02-19 20:47:23,0 days 08:14:25
25,Num878Line112Vers52,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num878Line112Vers52,878,112,52,"            R2 = R2 + (ydatsortLoc(kk)-(xhatact(4)./xhatact(3).*xdatsortLoc(kk))).^2; % operator replaced: '+' -> './'
",False,190,2024-02-17,2024-02-19 14:38:41,2024-02-14,2024-02-19 22:56:40,2024-02-14,2024-02-19 22:56:40,2024-02-14,2024-02-19 20:47:38,0 days 08:17:59
26,Num1261Line140Vers19,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1261Line140Vers19,1261,140,19,"    xintTemp = single((rA1Temp - rA2Temp)/(rB2Temp - rB0Temp)); % constant replaced: 1 -> 0
",True,0,2024-02-17,2024-02-19 14:38:22,2024-02-14,2024-02-19 22:57:00,2024-02-14,2024-02-19 22:57:00,2024-02-14,2024-02-19 22:56:45,0 days 08:18:38
27,Num192Line15Vers36,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num192Line15Vers36,192,15,36,"    a2Mat = zeros(1,(iMaxArrayLengthAlloc ./ uint32(3))*ivar,'single'); % operator replaced: '-' -> './'
",False,195,2024-02-17,2024-02-19 14:38:26,2024-02-14,2024-02-19 23:01:06,2024-02-14,2024-02-19 23:01:06,2024-02-14,2024-02-19 22:57:02,0 days 08:22:40
28,Num514Line74Vers3,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num514Line74Vers3,514,74,3,"    for jj = -1:ivar % constant replaced: 1 -> -1
",True,0,2024-02-17,2024-02-19 14:38:33,2024-02-14,2024-02-19 23:01:26,2024-02-14,2024-02-19 23:01:26,2024-02-14,2024-02-19 23:01:11,0 days 08:22:53
29,Num446Line60Vers1,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num446Line60Vers1,446,60,1,"% statement deleted:         MatA(kk,1) = double(xdatsortLoc(kk));
",False,195,2024-02-17,2024-02-19 14:38:32,2024-02-14,2024-02-19 23:07:17,2024-02-14,2024-02-19 23:07:17,2024-02-14,2024-02-19 23:01:30,0 days 08:28:45
30,Num1283Line140Vers41,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1283Line140Vers41,1283,140,41,"    xintTemp = single((rA1Temp .\ rA2Temp)/(rB2Temp - rB1Temp)); % operator replaced: '-' -> '.\'
",False,194,2024-02-17,2024-02-19 14:38:22,2024-02-14,2024-02-19 23:13:23,2024-02-14,2024-02-19 23:13:23,2024-02-14,2024-02-19 23:07:21,0 days 08:35:01
31,Num951Line115Vers6,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num951Line115Vers6,951,115,6,"        b1.1Mat((ii-2)*ivar + jj) = xhatact(1); % constant replaced: 1 -> 1.1
",True,0,2024-02-17,2024-02-19 14:38:43,2024-02-14,2024-02-19 23:13:41,2024-02-14,2024-02-19 23:13:41,2024-02-14,2024-02-19 23:13:26,0 days 08:34:58
32,Num1095Line118Vers27,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1095Line118Vers27,1095,118,27,"        a2Mat((ii/2)*ivar + jj) = xhatact(4); % operator replaced: '-' -> '/'
",False,189,2024-02-17,2024-02-19 14:38:19,2024-02-14,2024-02-19 23:17:44,2024-02-14,2024-02-19 23:17:44,2024-02-14,2024-02-19 23:13:44,0 days 08:39:25
33,Num551Line83Vers19,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num551Line83Vers19,551,83,19,"        MatA(iNumOfCalcTemp .\ 1,1) = double(xinttemp(jj)); % operator replaced: '+' -> '.\'
",True,0,2024-02-17,2024-02-19 14:38:34,2024-02-14,2024-02-19 23:18:00,2024-02-14,2024-02-19 23:18:00,2024-02-14,2024-02-19 23:17:48,0 days 08:39:26
34,Num935Line114Vers40,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num935Line114Vers40,935,114,40,"        ErrR((ii-2)*ivar ./ jj) = R1 + R2; % operator replaced: '+' -> './'
",True,0,2024-02-17,2024-02-19 14:38:42,2024-02-14,2024-02-19 23:18:16,2024-02-14,2024-02-19 23:18:16,2024-02-14,2024-02-19 23:18:04,0 days 08:39:34
35,Num920Line114Vers25,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num920Line114Vers25,920,114,25,"        ErrR((ii-2)*ivar + jj) = R1 * R2; % operator replaced: '+' -> '*'
",False,195,2024-02-17,2024-02-19 14:38:42,2024-02-14,2024-02-19 23:21:15,2024-02-14,2024-02-19 23:21:15,2024-02-14,2024-02-19 23:18:19,0 days 08:42:33
36,Num943Line114Vers48,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num943Line114Vers48,943,114,48,"        ErrR((ii./2)*ivar + jj) = R1 + R2; % operator replaced: '-' -> './'
",False,187,2024-02-17,2024-02-19 14:38:43,2024-02-14,2024-02-19 23:24:03,2024-02-14,2024-02-19 23:24:03,2024-02-14,2024-02-19 23:21:18,0 days 08:45:20
37,Num1197Line137Vers6,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1197Line137Vers6,1197,137,6,"rB1.1Temp = b1Mat(Rind); % constant replaced: 1 -> 1.1
",True,0,2024-02-17,2024-02-19 14:38:20,2024-02-14,2024-02-19 23:24:18,2024-02-14,2024-02-19 23:24:18,2024-02-14,2024-02-19 23:24:06,0 days 08:45:58
38,Num212Line16Vers18,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num212Line16Vers18,212,16,18,"    b2Mat = zeros(1,(iMaxArrayLengthAlloc - uint35.2(3))*ivar,'single'); % constant replaced: 32 -> 35.2
",True,0,2024-02-17,2024-02-19 14:38:26,2024-02-14,2024-02-19 23:24:31,2024-02-14,2024-02-19 23:24:31,2024-02-14,2024-02-19 23:24:22,0 days 08:46:05
39,Num1297Line141Vers9,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1297Line141Vers9,1297,141,9,"      iInfoFlagTemp = bitset(iInfoFlagTemp,19,-1); % constant replaced: 0 -> -1
",False,195,2024-02-17,2024-02-19 14:38:23,2024-02-14,2024-02-19 23:27:25,2024-02-14,2024-02-19 23:27:25,2024-02-14,2024-02-19 23:24:34,0 days 08:49:02
40,Num872Line112Vers46,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num872Line112Vers46,872,112,46,"            R2 = R2 + (ydatsortLoc(kk)^(xhatact(4)+xhatact(3).*xdatsortLoc(kk))).^2; % operator replaced: '-' -> '^'
",False,190,2024-02-17,2024-02-19 14:38:41,2024-02-14,2024-02-19 23:30:18,2024-02-14,2024-02-19 23:30:18,2024-02-14,2024-02-19 23:27:28,0 days 08:51:37
41,Num774Line101Vers50,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num774Line101Vers50,774,101,50,"            R1 = R1 + (ydatsortLoc(kk)-(xhatact(2).\xhatact(1).*xdatsortLoc(kk))).^2; % operator replaced: '+' -> '.\'
",False,195,2024-02-17,2024-02-19 14:38:38,2024-02-14,2024-02-19 23:33:13,2024-02-14,2024-02-19 23:33:13,2024-02-14,2024-02-19 23:30:20,0 days 08:54:35
42,Num113Line13Vers31,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num113Line13Vers31,113,13,31,"    a1Mat = zeros(1,(iMaxArrayLengthAlloc - uint32(3))/ivar,'single'); % operator replaced: '*' -> '/'
",False,195,2024-02-17,2024-02-19 14:38:19,2024-02-14,2024-02-19 23:36:21,2024-02-14,2024-02-19 23:36:21,2024-02-14,2024-02-19 23:33:16,0 days 08:58:02
43,Num404Line42Vers7,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num404Line42Vers7,404,42,7,"ydatsortLoc(iNumOfCalcTemp + 1) = 1; % constant replaced: 0 -> 1
",False,193,2024-02-17,2024-02-19 14:38:31,2024-02-14,2024-02-19 23:39:15,2024-02-14,2024-02-19 23:39:15,2024-02-14,2024-02-19 23:36:23,0 days 09:00:44
44,Num690Line90Vers7,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num690Line90Vers7,690,90,7,"            xhatact = single((transpose(MatA)*double(idMat)+MatA)\(transpose(MatA)*double(idMat)*transpose(double(ydatsortLoc)))); % operator replaced: '*' -> '+'
",True,0,2024-02-17,2024-02-19 14:38:37,2024-02-14,2024-02-19 23:39:29,2024-02-14,2024-02-19 23:39:29,2024-02-14,2024-02-19 23:39:17,0 days 09:00:52
45,Num80Line11Vers34,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num80Line11Vers34,80,11,34,"persistent ErrR a1Mat b1Mat a2Mat b2Mat idMat MatA xhatact xdatsortLoc ydatsortLoc sortindexLoc Rind R1 R2.2 % constant replaced: 2 -> 2.2
",True,0,2024-02-17,2024-02-19 14:38:39,2024-02-14,2024-02-19 23:39:41,2024-02-14,2024-02-19 23:39:41,2024-02-14,2024-02-19 23:39:32,0 days 09:01:02
46,Num253Line20Vers4,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num253Line20Vers4,253,20,4,"    ErrR = zeros(2,(iMaxArrayLengthAlloc - uint32(3))*ivar,'single')-1; % constant replaced: 1 -> 2
",False,195,2024-02-17,2024-02-19 14:38:27,2024-02-14,2024-02-19 23:42:29,2024-02-14,2024-02-19 23:42:29,2024-02-14,2024-02-19 23:39:45,0 days 09:04:02
47,Num667Line87Vers14,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num667Line87Vers14,667,87,14,"        if single(det(transpose(MatA)*double(idMat)*MatA)) > cCtrlEps % operator replaced: '<=' -> '>'
",False,153,2024-02-17,2024-02-19 14:38:36,2024-02-14,2024-02-19 23:44:46,2024-02-14,2024-02-19 23:44:46,2024-02-14,2024-02-19 23:42:32,0 days 09:06:10
48,Num6Line7Vers6,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num6Line7Vers6,6,7,6,"iMaxArrayLengthAlloc = uint28.8(19); % constant replaced: 32 -> 28.8
",True,0,2024-02-17,2024-02-19 14:38:37,2024-02-14,2024-02-19 23:45:01,2024-02-14,2024-02-19 23:45:01,2024-02-14,2024-02-19 23:44:49,0 days 09:06:24
49,Num851Line112Vers25,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num851Line112Vers25,851,112,25,"            R2 = R2 + (ydatsortLoc(kk)-(xhatact(4)+xhatact(3.3).*xdatsortLoc(kk))).^2; % constant replaced: 3 -> 3.3
",True,0,2024-02-17,2024-02-19 14:38:40,2024-02-14,2024-02-19 23:45:13,2024-02-14,2024-02-19 23:45:13,2024-02-14,2024-02-19 23:45:03,0 days 09:06:33
50,Num1343Line149Vers2,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1343Line149Vers2,1343,149,2,"IQPostPrTimeEstDebugPBuffered.rA0 = rA1Temp; % constant replaced: 1 -> 0
",False,195,2024-02-17,2024-02-19 14:38:24,2024-02-14,2024-02-19 23:48:07,2024-02-14,2024-02-19 23:48:07,2024-02-14,2024-02-19 23:45:16,0 days 09:09:43
51,Num757Line101Vers33,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num757Line101Vers33,757,101,33,"            R1 = R1 ^ (ydatsortLoc(kk)-(xhatact(2)+xhatact(1).*xdatsortLoc(kk))).^2; % operator replaced: '+' -> '^'
",False,193,2024-02-17,2024-02-19 14:38:38,2024-02-14,2024-02-19 23:50:57,2024-02-14,2024-02-19 23:50:57,2024-02-14,2024-02-19 23:48:10,0 days 09:12:19
52,Num317Line25Vers8,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num317Line25Vers8,317,25,8,"for ii = 1:uint-32(iMaxArrayLengthAlloc) % constant replaced: 32 -> -32
",True,0,2024-02-17,2024-02-19 14:38:29,2024-02-14,2024-02-19 23:51:11,2024-02-14,2024-02-19 23:51:11,2024-02-14,2024-02-19 23:50:59,0 days 09:12:42
53,Num170Line15Vers14,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num170Line15Vers14,170,15,14,"    a2Mat = zeros(1,(iMaxArrayLengthAlloc - uint-32(3))*ivar,'single'); % constant replaced: 32 -> -32
",True,0,2024-02-17,2024-02-19 14:38:25,2024-02-14,2024-02-19 23:51:23,2024-02-14,2024-02-19 23:51:23,2024-02-14,2024-02-19 23:51:13,0 days 09:12:58
54,Num456Line61Vers5,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num456Line61Vers5,456,61,5,"        MatA(kk,3) = double(1); % constant replaced: 2 -> 3
",False,194,2024-02-17,2024-02-19 14:38:32,2024-02-14,2024-02-19 23:54:16,2024-02-14,2024-02-19 23:54:16,2024-02-14,2024-02-19 23:51:26,0 days 09:15:44
55,Num419Line43Vers5,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num419Line43Vers5,419,43,5,"for ii = 3:(iNumOfCalcTemp - 2) % constant replaced: 2 -> 3
",False,195,2024-02-17,2024-02-19 14:38:31,2024-02-14,2024-02-19 23:57:07,2024-02-14,2024-02-19 23:57:07,2024-02-14,2024-02-19 23:54:19,0 days 09:18:36
56,Num1219Line139Vers4,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1219Line139Vers4,1219,139,4,"if single(abs(rB1Temp - rB1Temp)) >= cCtrlEps % constant replaced: 2 -> 1
",False,195,2024-02-17,2024-02-19 14:38:21,2024-02-15,2024-02-19 00:00:04,2024-02-15,2024-02-19 00:00:04,2024-02-14,2024-02-19 23:57:10,0 days 23:57:06
57,Num1058Line117Vers32,/Users/alduck/Documents/Github/mt_industrial_usecase/SpecialIssue_PROFES/MutationAnalisys/MutatedFiles/Num1058Line117Vers32,1058,117,32,"        b2Mat((ii-2)/ivar + jj) = xhatact(3); % operator replaced: '*' -> '/'
",False,123,2024-02-17,2024-02-19 14:38:18,2024-02-15,2024-02-19 00:01:54,2024-02-15,2024-02-19 00:01:54,2024-02-15,2024-02-19 00:00:07,0 days 14:38:11
